customer_id,company_name,contact_name,email,phone,industry,company_size,customer_tier,signup_date,last_interaction,country,state,city,annual_revenue,support_plan,is_active
3077,Richardson-Anderson,Luke Collins,tabithaadams@example.org,(821)274-8819x09607,Manufacturing,4757,Gold,2023-11-02,2023-02-15,Iceland,Kansas,Jillbury,1251523,Enterprise,False
3078,"Duran, Stevens and Smith",Michael Howard,veronicarobinson@example.com,001-883-785-2635x325,Retail,9279,Silver,2024-07-29,2024-05-09,Kazakhstan,Indiana,New Adamland,3865282,Premium,True
3079,"Byrd, Smith and Frazier",Troy Cox,lisa60@example.org,(576)615-1819x33104,Education,4526,Platinum,2023-08-28,2023-03-06,Tonga,Indiana,South Lindahaven,1648336,Standard,True
3080,"Ho, Russell and Jones",Kevin Smith,kevinburke@example.com,257-449-9894x738,Finance,4998,Gold,2023-07-17,2024-01-30,Nigeria,Rhode Island,New Timothymouth,5960963,Premium,False
3081,Gray-Olson,David Johnson,ashley09@example.org,+1-759-344-4405x655,Retail,8091,Bronze,2024-08-27,2023-03-10,Ukraine,Wisconsin,East Teresa,2172638,Standard,False
3082,Williams PLC,Nancy Diaz,tonyhopkins@example.com,001-602-226-8540x27723,Manufacturing,2334,Platinum,2024-04-30,2023-03-19,Barbados,Rhode Island,West Sarah,8085853,Enterprise,True
3083,Church-Nunez,Jeanette Young,iparker@example.net,+1-854-696-7160x890,Education,2445,Gold,2024-04-27,2023-04-15,Puerto Rico,Virginia,Port Jefferyville,5436298,Premium,True
3084,"Knight, Martin and Sherman",Todd Yang,marshhannah@example.org,(584)826-0408x99753,Finance,9292,Platinum,2023-08-10,2023-06-27,Chad,Wyoming,Lauraton,1248889,Enterprise,True
3085,Bennett LLC,Elizabeth Williams,millsrick@example.net,(882)438-2664,Technology,3022,Gold,2024-08-21,2024-11-19,Austria,New Mexico,Doristown,2359836,Enterprise,True
3086,"Miller, Blankenship and Miller",Brent Lewis,gloverrachel@example.net,306.468.6238,Education,7578,Gold,2024-01-27,2023-06-07,Vanuatu,South Dakota,Port Joseph,4711663,Basic,True
3087,Serrano-Berry,Leslie Barrett,jennifer64@example.org,738.716.7474x2768,Technology,4874,Platinum,2024-06-03,2023-04-23,Saint Pierre and Miquelon,Maine,Lindseystad,8551547,Basic,True
3088,Payne-Rodriguez,Ashley Boyer,sarah26@example.com,(959)615-4339,Government,8823,Bronze,2024-01-28,2024-05-31,Luxembourg,New Hampshire,Lake Austinland,8503249,Premium,False
3089,Phillips LLC,Wendy Vasquez,ashleynichols@example.com,001-429-918-8443x766,Education,2387,Platinum,2023-07-31,2024-10-22,Angola,South Dakota,Port Dylan,4053633,Premium,True
3090,Rich PLC,Rachel Thomas MD,rodriguezanita@example.net,932.845.2656x28408,Manufacturing,4650,Platinum,2023-08-06,2023-08-04,Guam,Rhode Island,Ashleyborough,1124071,Basic,True
3091,"Warren, Quinn and Rogers",Misty Kim,chasejason@example.org,818-744-9233,Finance,586,Bronze,2024-12-08,2023-09-28,El Salvador,Delaware,North Jennifer,6709920,Enterprise,True
3092,Williams-Owens,Madeline Gonzalez,ryanstein@example.net,(462)438-7070x336,Manufacturing,4364,Gold,2023-11-24,2023-04-21,Turkey,Wisconsin,Diaztown,1996636,Premium,True
3093,Wright-Adams,Heidi Harris,reginawarner@example.org,+1-209-737-5141,Manufacturing,8695,Platinum,2023-04-29,2023-07-15,Myanmar,Arizona,Huynhbury,3840426,Standard,True
3094,Lucas-Jackson,Kevin Aguilar,juliejones@example.net,001-404-312-1506x8498,Finance,9540,Gold,2023-03-28,2023-05-17,Estonia,Virginia,East Richard,9736148,Basic,True
3095,"Powell, Parrish and Scott",Michael Taylor,robertedwards@example.org,+1-993-448-8271x84670,Education,2488,Platinum,2023-08-14,2023-07-31,Thailand,California,Lake Teresa,7385984,Basic,True
3096,Smith-Hamilton,Kevin Warren,sandra69@example.net,922-218-1341x059,Retail,8665,Bronze,2023-05-06,2024-04-08,Tuvalu,Wyoming,Lopezport,6152221,Standard,True
3097,"Blake, Jones and Foster",Allen Nunez,danderson@example.org,+1-483-499-3447,Healthcare,3297,Gold,2023-05-26,2024-10-09,Dominica,North Dakota,Millerton,4160410,Standard,True
3098,Ortiz-Phillips,Christine Schmidt,timothyjones@example.com,906-912-9451x0551,Government,5407,Platinum,2023-09-01,2024-08-13,Guinea,Delaware,Ryanchester,1186530,Standard,True
3099,Mayo PLC,John Lee,olopez@example.org,+1-312-222-4627x181,Technology,7731,Bronze,2024-05-17,2024-03-05,Kuwait,Alaska,Mendezbury,7298354,Enterprise,False
3100,Anderson PLC,Laurie Marshall,zburch@example.com,(705)267-5395x274,Healthcare,6332,Silver,2024-06-02,2023-05-24,Cocos (Keeling) Islands,Maine,New Jose,7782763,Basic,True
3101,Farrell-Ruiz,Shirley Monroe,autumnbailey@example.net,224.492.3679,Technology,1163,Silver,2023-11-18,2024-03-08,Montserrat,Kentucky,West Patrickberg,7620412,Enterprise,True
3102,Tran Inc,Christina Brady,xmclaughlin@example.org,317.878.1703x14518,Retail,6912,Platinum,2024-11-27,2024-03-23,Liechtenstein,Colorado,East Morgan,6052678,Enterprise,True
3103,"Thomas, Fox and Floyd",John Pearson,longjeffrey@example.net,001-549-425-8391x807,Technology,9863,Bronze,2024-04-17,2023-12-04,El Salvador,North Dakota,Juliechester,7193800,Basic,True
3104,Roman and Sons,Andre Sullivan,nbennett@example.com,942.730.6546x3960,Healthcare,5937,Gold,2023-05-14,2023-08-16,Chad,West Virginia,Romerostad,2150128,Standard,True
3105,"Smith, Dennis and Mcfarland",Mark Martin,christopher36@example.org,705.932.4380x04607,Technology,9730,Platinum,2024-06-01,2023-11-01,Kiribati,Nebraska,Johnsonbury,1746144,Standard,True
3106,Clarke-Moran,Richard Decker,mcguiresteven@example.net,589-395-4548x7925,Finance,1251,Bronze,2024-12-08,2024-07-31,Kiribati,Oklahoma,Trujilloshire,6145269,Enterprise,True
3107,Garrett Group,Anne Jones,davisdavid@example.com,9638508786,Retail,5722,Silver,2024-04-03,2023-08-23,Togo,New York,Lake Leebury,3390545,Standard,True
3108,"Lopez, Bryant and Johnson",Nicole Hamilton,christinatorres@example.org,(583)346-9162x7308,Healthcare,279,Platinum,2024-10-30,2023-12-22,Uruguay,Kentucky,Davidbury,2292143,Enterprise,True
3109,"Stafford, Miller and Norris",Curtis Robertson,traceynguyen@example.org,206.424.3365x3339,Retail,6571,Gold,2024-05-08,2023-08-09,Colombia,Delaware,New Jerome,2788161,Basic,True
3110,"Bailey, Wood and Rios",Phillip Li,danielleblair@example.net,(964)552-4005,Manufacturing,5892,Platinum,2023-06-06,2024-04-26,Montenegro,Massachusetts,South Anthony,7894314,Premium,True
3111,Martin-Marshall,Laura Jackson,teresasmith@example.com,858.246.7757,Government,1847,Platinum,2024-05-04,2023-12-26,Christmas Island,Utah,Riverastad,155941,Premium,True
3112,"Farmer, Bailey and Riley",Colleen Marshall,rodriguezkristin@example.com,366.684.5427x722,Finance,5121,Silver,2024-01-29,2024-09-22,Liechtenstein,Michigan,South Meghanburgh,6062840,Premium,True
3113,"Garcia, Nicholson and Carpenter",Bonnie Williamson,collinsmelvin@example.org,+1-624-371-9604x176,Finance,1087,Platinum,2023-01-30,2023-01-23,Israel,South Carolina,Nealchester,8710841,Premium,True
3114,Dixon LLC,Robert Rodriguez,ksimpson@example.org,666-854-8786,Finance,8889,Bronze,2024-04-16,2024-07-25,Guinea,South Carolina,Sandersside,4882619,Standard,True
3115,Wu Ltd,Christopher Flores,steven75@example.net,001-483-752-5789x066,Government,9373,Gold,2024-01-13,2024-08-31,Benin,Wisconsin,Jamiehaven,7433228,Enterprise,True
3116,Torres Group,Paul Thomas,kriley@example.com,398-762-7862,Government,8842,Bronze,2023-07-31,2024-11-13,Ghana,New Jersey,South Jonathan,2782263,Enterprise,True
3117,Harris Inc,Robert Odonnell,brownthomas@example.org,(531)531-1356x77711,Manufacturing,2184,Bronze,2023-07-09,2024-02-14,Algeria,Iowa,Mercadofurt,4259720,Standard,True
3118,Jenkins-Smith,James Martinez,vcook@example.org,+1-897-828-0615x9168,Technology,2091,Gold,2024-05-01,2024-07-27,Saint Lucia,Arkansas,New Kelly,7045026,Standard,False
3119,"Gordon, Mcdaniel and Blackburn",Paula Kerr,sparksjoseph@example.com,001-514-797-4634x975,Healthcare,7500,Gold,2024-02-19,2023-08-30,Brunei Darussalam,Mississippi,Port Natasha,5821281,Enterprise,True
3120,"Hunt, Freeman and Hopkins",Mr. John Long,ryanburgess@example.org,+1-615-315-9472,Healthcare,9351,Gold,2024-12-24,2024-01-12,Grenada,Wisconsin,North Andrew,9662926,Standard,True
3121,Johns Group,Rose Liu,william45@example.com,001-516-409-1179x49382,Manufacturing,9090,Platinum,2024-11-29,2023-03-10,New Caledonia,West Virginia,Michaelfort,1990624,Enterprise,True
3122,"Turner, Gonzales and Jones",Kelsey Dunn,johnsonanthony@example.net,9439370619,Healthcare,9101,Silver,2024-04-15,2023-11-30,Libyan Arab Jamahiriya,New Mexico,Lake Jeffrey,7528888,Enterprise,True
3123,Gregory PLC,Ashley Thornton,ejordan@example.net,257-318-7182,Education,8749,Silver,2023-12-21,2024-02-05,Greece,Maryland,Brittanyfurt,1527778,Basic,True
3124,Simpson PLC,Michael Kennedy,abigail85@example.org,+1-385-513-6362,Education,6458,Silver,2024-10-10,2023-03-12,Lesotho,Illinois,Tinastad,7173226,Standard,True
3125,"Clark, Scott and Mccarthy",Tammy Wright,jamiebutler@example.com,5267137610,Healthcare,3098,Silver,2023-03-01,2023-01-08,Reunion,Idaho,Smithton,4284630,Standard,True
3126,"Torres, Johnson and Alvarez",Aaron Payne,obrienroger@example.org,(808)919-5985x18676,Finance,9366,Gold,2023-03-22,2023-07-17,New Caledonia,Oklahoma,Lauraside,2407367,Enterprise,True
3127,Anderson Group,Michael Dunn,nicolewatts@example.net,+1-262-819-4611,Manufacturing,5609,Bronze,2024-04-17,2024-05-29,Turks and Caicos Islands,Idaho,Jennaburgh,6749898,Enterprise,True
3128,Mitchell-Barnes,Wendy Wilkinson,ppotter@example.net,+1-535-863-4837x9523,Retail,9946,Platinum,2024-11-10,2023-03-10,Taiwan,Maine,Adambury,3828935,Premium,True
3129,"Miller, Cisneros and Hernandez",James Mendez,yboyer@example.org,(205)561-5998,Education,6023,Silver,2024-11-06,2024-06-23,Azerbaijan,Virginia,Lake Diane,3588816,Basic,True
3130,Thomas Ltd,Tyler Rodriguez,tammy82@example.net,001-752-422-9911x84002,Technology,8102,Gold,2024-08-23,2024-06-27,Jordan,Louisiana,New Richardhaven,4407794,Standard,True
3131,Bean-Wallace,Leah Christensen,ambersmith@example.com,(885)709-6568,Technology,8912,Bronze,2024-12-24,2024-07-22,Puerto Rico,Maine,Bonillabury,2871674,Standard,True
3132,"Clayton, Cuevas and Henderson",Cynthia Mcdowell,longdennis@example.org,(555)317-0915,Education,4774,Silver,2024-06-12,2024-01-29,Marshall Islands,Minnesota,South Carolynton,611192,Premium,False
3133,Nguyen and Sons,Teresa Riggs,mhuang@example.net,702-410-2518,Government,3747,Platinum,2024-03-15,2024-02-08,Haiti,Oklahoma,Suzannemouth,8784864,Premium,True
3134,Mcconnell-Miller,Larry Hunter,rebeccachristian@example.com,532-508-1593x73401,Government,5866,Platinum,2023-07-26,2023-10-29,Cote d'Ivoire,Nebraska,Erikton,5852116,Standard,True
3135,Brooks LLC,Katie Campbell,andrewsmonique@example.net,001-730-359-9755,Healthcare,1255,Silver,2024-10-07,2023-10-21,Paraguay,Pennsylvania,Port Jessica,2945029,Premium,True
3136,Williams and Sons,Alex Shaw,millermatthew@example.org,(341)631-8480x3282,Government,2075,Platinum,2023-12-20,2024-02-03,Antigua and Barbuda,North Carolina,Robertaside,4333380,Standard,True
3137,Buck PLC,Patrick Smith,stephanie56@example.net,523-724-5454x191,Government,4847,Gold,2024-06-09,2023-05-15,Kenya,Georgia,Rodriguezbury,2490096,Premium,False
3138,"Knight, Kirk and Hardin",Kevin Shaw,brownchristopher@example.com,514-967-2657,Healthcare,1718,Platinum,2024-09-12,2023-12-21,Egypt,Minnesota,Gabriellehaven,4737351,Standard,True
3139,Reynolds-Carr,William Torres,knightmargaret@example.com,(323)746-2979,Technology,4310,Silver,2023-01-20,2024-06-22,Turks and Caicos Islands,New York,Wintersside,9335880,Enterprise,False
3140,Smith and Sons,Lori Martinez,agarcia@example.net,495-244-1692x381,Finance,2313,Bronze,2023-07-26,2023-02-11,Malta,Alaska,South Larryhaven,3586814,Standard,True
3141,Moore PLC,Mrs. Julia Mitchell,simpsonjulia@example.org,263-774-7534x3576,Finance,906,Bronze,2023-09-29,2023-05-30,Egypt,Rhode Island,Meredithborough,3348511,Premium,True
3142,"Turner, Mcgrath and Vaughan",John Dunn,xcampbell@example.org,(798)365-7317x998,Finance,7192,Platinum,2023-04-18,2023-05-05,Moldova,Missouri,Hannamouth,1350626,Enterprise,True
3143,Jenkins-Miller,Melissa Brown,byoung@example.org,3484210236,Manufacturing,7699,Platinum,2023-09-16,2023-11-16,American Samoa,Tennessee,Smithborough,2543203,Basic,True
3144,"Davis, Morgan and Moore",Tyler Bennett,ravery@example.net,(438)855-3282,Finance,4335,Bronze,2023-07-10,2023-03-14,Cook Islands,Oregon,Susanchester,9739741,Premium,False
3145,Hunter Inc,Maria Walker,ythornton@example.com,780.293.2743,Retail,3350,Gold,2023-01-15,2023-01-07,Senegal,Iowa,New Johnton,4974234,Basic,True
3146,"Morton, Goodman and Fuentes",Ronald Dean,joseph45@example.com,319.705.5998,Healthcare,5072,Gold,2024-08-19,2023-08-01,Saudi Arabia,Mississippi,Port Anthonyberg,8086981,Premium,True
3147,Hays-Jones,Alexandra Ponce,craig14@example.com,+1-307-540-5225x7259,Government,314,Bronze,2023-01-13,2024-08-30,Cote d'Ivoire,Texas,Cookshire,4966560,Premium,True
3148,"Hernandez, Morris and Thomas",Christopher Stevenson,elove@example.org,351.899.9369x584,Government,3407,Gold,2024-02-26,2023-12-17,Myanmar,Mississippi,Jonesland,829578,Basic,True
3149,Thomas PLC,Scott Alexander,andrewolson@example.net,677.968.1032,Technology,7402,Silver,2024-10-13,2023-10-21,Mauritania,Nebraska,New Meganside,3172162,Standard,True
3150,Suarez-Russell,Leslie Martin DDS,owallace@example.com,558.591.6197x2371,Finance,3055,Bronze,2024-02-21,2023-12-09,Namibia,Delaware,Greenmouth,245206,Enterprise,True
3151,Garrison Group,Jessica Moore,dylansmith@example.net,+1-821-601-6148x117,Finance,2724,Platinum,2023-10-20,2023-05-28,New Zealand,Nebraska,Billport,687798,Basic,True
3152,Phillips-Warren,Jerry Daniel,hmckenzie@example.org,(594)314-0612,Finance,2496,Gold,2024-11-07,2024-09-14,Dominica,Alaska,New Beverly,7552980,Standard,True
3153,Cruz Inc,Tony Murphy,butlerjermaine@example.org,(855)551-1972,Technology,7218,Silver,2024-05-22,2024-11-20,American Samoa,Missouri,Daniellestad,2118836,Premium,True
3154,Clark-Ortiz,Michael Moore,gonzalezangela@example.com,525.928.3187x0450,Manufacturing,4801,Bronze,2023-06-16,2023-07-05,Honduras,Iowa,Lake Kevin,5995396,Premium,False
3155,"Clark, Walker and Suarez",Holly Deleon,donnastewart@example.com,8006867643,Manufacturing,8488,Silver,2023-08-17,2024-10-19,Guatemala,Delaware,Lake Chrisfurt,9101363,Basic,True
3156,Shelton PLC,Amber Bean,heatherrodriguez@example.org,+1-788-757-7448x307,Retail,5094,Gold,2024-02-15,2023-05-17,Cuba,Delaware,New Steven,4449164,Standard,True
3157,Goodman LLC,Amanda Burke,imeyer@example.net,(435)889-1409,Government,5673,Bronze,2023-02-24,2024-03-24,Svalbard & Jan Mayen Islands,Alaska,Michaelland,5852353,Enterprise,True
3158,Lee and Sons,Lauren Smith,richard45@example.com,001-478-997-5464x03037,Education,6221,Silver,2024-02-27,2024-11-16,Nicaragua,Pennsylvania,Johnton,7076828,Premium,True
3159,"Williams, Sutton and Castaneda",Kimberly Olson,tclark@example.net,+1-359-812-0210x9149,Manufacturing,8849,Platinum,2023-08-23,2024-06-28,Estonia,Washington,East David,227171,Premium,True
3160,Reyes Ltd,Debra Clayton,tiffany66@example.com,(491)655-4872,Manufacturing,7037,Platinum,2023-06-15,2023-11-26,San Marino,Wisconsin,Bryantside,4676630,Enterprise,False
3161,Johnson-Black,Jamie Lopez,ecook@example.org,4834118327,Healthcare,1158,Platinum,2023-09-02,2024-07-09,Romania,Delaware,West Angela,8415435,Enterprise,False
3162,"Ramos, Mahoney and Garrison",Lauren Michael,haystim@example.org,509.863.9764x0782,Education,7596,Bronze,2023-06-22,2023-08-15,Nigeria,Mississippi,East Robertland,9175901,Enterprise,True
3163,Ferguson PLC,Kenneth Patterson,mjones@example.org,3643232180,Education,6964,Bronze,2024-03-23,2024-04-17,Georgia,Utah,Smithbury,3750730,Standard,True
3164,Turner Group,Taylor Gilmore,dixonjennifer@example.com,+1-670-580-4298x60203,Finance,3005,Silver,2024-06-19,2023-06-04,Gibraltar,West Virginia,Masonberg,2169891,Basic,True
3165,Harris Inc,Cynthia Knox,masondeborah@example.com,+1-219-436-4913x364,Healthcare,1001,Silver,2023-09-06,2024-12-01,New Zealand,Colorado,North Deannachester,3025475,Standard,True
3166,Sanders Ltd,Margaret Young,kylecohen@example.net,985-861-2874x991,Technology,7152,Platinum,2023-05-19,2024-07-24,Eritrea,Idaho,Port Craigfort,3537470,Standard,True
3167,Perry-Martinez,Laura Dixon,sellersjay@example.com,(631)553-0610,Government,2611,Silver,2024-06-26,2024-04-27,Sri Lanka,Texas,North Christian,8962746,Enterprise,False
3168,Bell LLC,Brenda Bray,rmadden@example.org,451-471-4356,Finance,1101,Gold,2024-08-22,2023-01-15,Dominican Republic,Michigan,Robinsonville,4861102,Premium,True
3169,Baker-Salazar,Sheila Perry,ryan47@example.net,+1-390-662-5145x930,Government,8766,Silver,2023-07-07,2023-02-17,Saint Vincent and the Grenadines,Alaska,Pettyberg,9192196,Standard,True
3170,Chandler LLC,Craig Dominguez,mark49@example.com,8926431481,Finance,1420,Platinum,2023-05-17,2023-02-18,Estonia,California,East Taylor,8046985,Premium,True
3171,Calderon-Smith,Bruce Garcia,gilmoredaniel@example.org,001-321-852-0009,Finance,6952,Gold,2023-07-11,2023-10-04,Marshall Islands,Illinois,Joshuafort,8719800,Enterprise,True
3172,Mercer Group,Maria Mcdonald,cbrown@example.net,(678)885-3768x36168,Government,2556,Silver,2023-02-01,2024-04-12,Nauru,Indiana,Fordmouth,5062052,Standard,False
3173,Watkins Ltd,Cassandra Beck,walter78@example.com,(378)269-1340x8224,Retail,300,Silver,2023-03-03,2023-06-19,Jordan,Washington,North Matthewmouth,8610202,Standard,False
3174,"Prince, Hawkins and Watson",Eric Li,alexander72@example.org,876-259-0888x2506,Government,9846,Platinum,2023-07-26,2023-10-22,Luxembourg,Ohio,South William,3522481,Enterprise,False
3175,"Rosales, Ramirez and Shepherd",Stephen Wu,madison53@example.net,945.689.1433,Technology,6036,Platinum,2023-04-21,2023-03-20,Cambodia,Nebraska,Stevenmouth,5265869,Enterprise,True
3176,Grimes Ltd,Phyllis Thomas,tracy49@example.org,001-588-627-9631x012,Healthcare,6024,Gold,2023-05-15,2024-10-13,Nigeria,Minnesota,Colleenfurt,9961277,Premium,True
3177,"Baker, Payne and Walker",Nancy Gonzalez,browncatherine@example.org,988-316-6598x18470,Technology,8472,Gold,2023-08-19,2024-09-04,Bahamas,Vermont,Nelsonport,9087497,Enterprise,True
3178,"Jones, Harris and Jarvis",Matthew Rodgers,wyattreginald@example.com,001-362-526-7991x166,Manufacturing,1516,Bronze,2023-11-18,2023-07-20,Anguilla,Texas,Natalieborough,9732677,Standard,True
3179,Gordon and Sons,Matthew Weaver,bsmith@example.org,001-508-516-3600x524,Finance,791,Bronze,2023-06-01,2023-05-05,Tuvalu,Mississippi,Jacksonmouth,1809792,Basic,True
3180,Jackson Ltd,Sylvia Morris,davidkennedy@example.org,001-970-271-4582x233,Healthcare,9721,Bronze,2024-03-14,2023-02-13,Togo,Ohio,Port Feliciaville,294158,Basic,True
3181,"Rivera, Mendez and Carpenter",Erin Kennedy,taylormartinez@example.net,001-340-582-9594x6064,Healthcare,7340,Gold,2023-09-02,2023-02-16,Holy See (Vatican City State),Arkansas,South Tina,1974949,Standard,True
3182,"Davidson, Mendoza and Armstrong",Denise Flores,staceykrause@example.org,5638368839,Manufacturing,3832,Bronze,2024-07-13,2023-07-06,Puerto Rico,Missouri,West Nathanfurt,3715298,Enterprise,False
3183,Jackson Group,Frederick Porter,atkinserik@example.net,261.784.7461x275,Technology,3309,Platinum,2024-11-20,2024-08-03,New Caledonia,Illinois,Farrellburgh,3297190,Basic,True
3184,Henderson-Johnson,Cassandra Schultz,dcohen@example.org,721-322-7642,Healthcare,5073,Silver,2023-11-08,2024-06-08,Montenegro,Alaska,Kimberlyborough,2073711,Standard,True
3185,"Campbell, Davis and Mitchell",Logan Ramsey,aalvarez@example.org,856.496.6154,Healthcare,8470,Gold,2024-05-18,2023-03-30,Ukraine,Wyoming,East Catherineberg,7839017,Premium,True
3186,Ramos-Wilkins,Lisa Bell,dcontreras@example.org,435.506.7864,Government,5760,Bronze,2023-05-28,2023-09-21,Kenya,Oklahoma,Strongfort,1299321,Premium,True
3187,Burke-Tucker,Austin Wells,robertshelton@example.net,344.553.6105,Retail,1359,Bronze,2023-03-16,2023-09-02,Guatemala,Delaware,Royport,1349005,Premium,True
3188,Wilson-Gonzalez,Robert Brock,ihill@example.net,(916)651-6050,Technology,5932,Bronze,2023-12-03,2023-05-10,Mali,Tennessee,Robinburgh,9237969,Enterprise,True
3189,"Shaw, Hudson and Mata",Alec Cohen,susan20@example.com,001-210-531-4210x653,Retail,1282,Gold,2024-12-13,2023-08-29,Iraq,Arkansas,Port Amber,4945797,Premium,True
3190,"Johnson, Randall and Edwards",Mary Rodgers,kaitlinjones@example.com,500-445-6166x48734,Manufacturing,4870,Silver,2024-06-06,2023-06-30,Mauritius,North Dakota,Port Sarah,6112825,Basic,False
3191,Wolfe Inc,Daniel Barker,mcdanielmatthew@example.net,689.363.2067x7150,Education,2237,Platinum,2024-03-18,2024-10-23,Central African Republic,Virginia,Patriciaborough,8736285,Standard,True
3192,"Solis, Smith and Williams",Kaitlin Case,klewis@example.org,626-828-5737x568,Retail,6615,Silver,2023-09-19,2024-06-05,Bahrain,North Dakota,East Kellymouth,1387642,Enterprise,True
3193,"Mitchell, Allen and Hernandez",Linda Obrien,amyarmstrong@example.com,(760)328-7902x3149,Manufacturing,7567,Platinum,2023-09-18,2024-05-20,Uruguay,Mississippi,Lovetown,2204865,Standard,True
3194,Moore-Walker,Joseph Perez,melaniemorgan@example.net,+1-752-208-1197x97507,Retail,6034,Platinum,2024-12-09,2023-06-21,Sweden,Oklahoma,Lake Joshua,5041491,Basic,True
3195,Reese-Lawrence,Melissa Perez,benjamin53@example.com,222.757.4236x758,Finance,2768,Bronze,2024-04-18,2024-11-06,Equatorial Guinea,West Virginia,Port Bonniemouth,9832857,Enterprise,True
3196,Barnes-Jarvis,Angela Smith,edward81@example.net,001-946-259-4021x6143,Retail,1632,Silver,2023-09-28,2024-03-09,Heard Island and McDonald Islands,Georgia,Colleenborough,1412988,Enterprise,True
3197,Mccormick Group,Brandon Baker,corystevens@example.net,252-260-6449,Healthcare,9031,Bronze,2023-01-31,2024-03-31,Sweden,Maine,Nicholasstad,7416484,Basic,True
3198,Leblanc-Mcdonald,Ann Evans,kingram@example.net,7235305217,Manufacturing,2525,Silver,2023-01-09,2024-04-11,Liberia,New Hampshire,Kathleenberg,1303466,Standard,True
3199,Harmon-Bryan,Hector Smith,chavezdoris@example.com,887.985.3980,Government,9392,Silver,2024-07-28,2023-07-04,Mauritius,Delaware,Jenkinsport,2669871,Standard,True
3200,"Wang, Weiss and Jackson",Jennifer Mathis DDS,elizabeth59@example.com,001-506-538-0617,Government,9391,Bronze,2023-03-27,2024-11-22,Malaysia,Texas,East Stephanie,3072534,Premium,False
3201,"Salas, Reeves and Banks",Paul Boyd,caseyromero@example.org,+1-698-632-0440x83447,Retail,7158,Platinum,2024-02-08,2024-12-05,Sri Lanka,Rhode Island,New Kimberly,6642214,Enterprise,True
3202,"Lee, Blankenship and Green",Ashley Acosta,joshua34@example.net,(223)589-3670,Education,9363,Bronze,2023-07-04,2024-06-08,Hong Kong,Arkansas,Benjaminfort,2881041,Premium,True
3203,Mason-Scott,David Gamble,nicole82@example.com,406.256.3200x3745,Manufacturing,1651,Gold,2023-12-25,2024-07-20,Moldova,Colorado,Williamborough,9554040,Standard,False
3204,Hendrix and Sons,Natasha Stevens MD,jonathan23@example.org,+1-235-292-7916x00533,Finance,5639,Platinum,2023-06-20,2023-02-11,Comoros,North Dakota,Donnashire,9878418,Standard,True
3205,Jones Ltd,Lauren Anthony,wmcdaniel@example.com,+1-980-962-5291,Healthcare,4343,Silver,2024-08-22,2024-08-08,Cuba,New Mexico,Mackbury,2557737,Premium,True
3206,Chase-Reeves,Jessica Maddox,xbell@example.com,904.583.2156x323,Manufacturing,1097,Silver,2024-06-14,2023-10-24,Jordan,Georgia,Walterston,8202116,Standard,True
3207,Christian Inc,Margaret Shaw,tiffany44@example.net,944-352-3764x6831,Healthcare,5734,Bronze,2023-10-14,2024-10-04,Spain,Nevada,Jeremyview,4506836,Basic,True
3208,Floyd Inc,Patricia Beasley,graymond@example.net,001-630-907-1424,Education,1615,Platinum,2024-09-30,2023-01-16,Equatorial Guinea,Massachusetts,Woodburgh,4418391,Premium,True
3209,Thomas Inc,Pamela Stuart,nelsonsarah@example.org,534.670.8474,Retail,1866,Platinum,2023-07-06,2023-11-24,Slovakia (Slovak Republic),New Jersey,Loriburgh,7403480,Enterprise,True
3210,"Mcpherson, White and Williams",Miranda Barber,francomelissa@example.com,783-442-4110,Government,8361,Platinum,2023-04-14,2024-02-15,Sweden,Nebraska,Lisachester,8281822,Enterprise,True
3211,Sutton-Carroll,Angel Simon,vrussell@example.org,001-283-444-0932x5145,Technology,9847,Bronze,2024-05-05,2023-07-25,El Salvador,Kansas,North Stephenville,4513120,Basic,True
3212,"Cole, Johnson and Bautista",Candice Garcia,parsonssara@example.org,527.830.6344,Government,2462,Bronze,2024-12-16,2024-06-25,French Polynesia,Ohio,North Donnaburgh,9734962,Enterprise,True
3213,Smith-Marshall,Marisa Rodriguez,amanda33@example.org,+1-254-219-4468x81301,Government,8612,Silver,2023-02-08,2024-01-22,Italy,Ohio,East Robertmouth,567196,Standard,False
3214,"Carrillo, Casey and Davis",David Morgan,ryanflowers@example.org,001-239-498-7408,Government,749,Gold,2024-12-11,2023-05-09,French Polynesia,Massachusetts,Monroeport,7811977,Basic,False
3215,Martin-Mcclain,Alyssa Osborne,qballard@example.org,001-398-675-6225x67342,Healthcare,6323,Platinum,2023-12-29,2024-05-30,Panama,New Hampshire,Port Sherylland,540361,Premium,True
3216,Allen-Hardy,Margaret Krause,amy43@example.org,958-718-6382x54365,Technology,92,Platinum,2023-09-26,2023-04-08,New Zealand,Hawaii,South Rachel,5312174,Standard,True
3217,"Charles, Thompson and Faulkner",Jeffrey Rogers,kcarr@example.com,5234729534,Healthcare,408,Gold,2023-12-08,2023-10-26,New Zealand,Louisiana,Nathanberg,9475173,Standard,True
3218,Waller Group,Jared Hanson,kanderson@example.net,349.986.0177x55622,Technology,4858,Platinum,2023-12-29,2024-04-20,British Indian Ocean Territory (Chagos Archipelago),Ohio,West Anthonyhaven,3429356,Basic,True
3219,Moore-Rios,Donna Yoder,fbradley@example.com,511.886.3690x76699,Technology,7540,Silver,2023-04-18,2024-04-08,Bolivia,Maryland,Amberborough,9636319,Basic,True
