lead_id,company_name,contact_name,email,phone,title,company_size,industry,lead_source,campaign_id,assigned_rep_id,lead_score,status,created_date,last_activity,converted_date
5819,"Peck, Johnson and Underwood",Chad Martinez,sandra51@example.com,775-670-3218x7455,Air cabin crew,1548,Healthcare,Social Media,9.0,,9,New,2023-11-18,2023-05-11,2023-06-11
5820,"Patterson, Berry and Mann",Jessica Goodman,deborahjennings@example.org,850.795.4010,Forest/woodland manager,3265,Education,Referral,10.0,,86,Disqualified,2024-02-28,2023-12-15,2024-08-03
5821,Barnes PLC,Cody Bradford,allenchristine@example.net,590-836-4061,Automotive engineer,4114,Finance,Trade Show,18.0,48.0,15,Disqualified,2023-05-12,2024-01-05,
5822,"Riley, Jackson and Mendoza",Ryan Cooper,margaretwatkins@example.com,789-912-0424,Agricultural consultant,9305,Healthcare,Social Media,5.0,22.0,23,Contacted,2024-05-17,2023-09-10,2024-10-24
5823,Brown-Watkins,Mrs. Kimberly Gordon DDS,kevin74@example.org,001-814-585-2027x721,Adult nurse,9386,Manufacturing,Cold Call,9.0,49.0,27,Disqualified,2023-02-26,2023-12-30,
5824,Wood PLC,Dawn Daniel,chandlersamuel@example.com,4502944852,"Therapist, speech and language",9297,Finance,Partner,1.0,27.0,58,Converted,2024-07-19,2023-03-30,
5825,"Hayes, Frank and Mays",Kristina Garcia,john67@example.com,616.276.4422x749,Food technologist,1798,Finance,Partner,,28.0,12,New,2023-12-20,2024-08-19,2024-11-19
5826,Gray Group,Jonathan Stanton,pamelareyes@example.net,(985)936-6423x35071,Transport planner,5723,Manufacturing,Referral,17.0,28.0,8,Converted,2024-01-20,2024-02-24,
5827,"Smith, Silva and Harmon",Ann Hampton,xburns@example.org,+1-398-256-1546,"Surveyor, mining",3874,Technology,Referral,20.0,,35,Contacted,2023-12-10,2023-04-04,2024-01-13
5828,"Smith, Ayers and Mckee",Joshua Chase,taylorvincent@example.net,244-441-9369x0144,Neurosurgeon,1059,Education,Partner,19.0,36.0,71,Contacted,2023-06-19,2024-08-20,
5829,Henderson Inc,Christopher Brown,richardoliver@example.net,9509967650,"Engineer, broadcasting (operations)",6431,Manufacturing,Social Media,18.0,,41,Contacted,2023-01-01,2024-05-19,2023-02-01
5830,Silva-Ashley,Rachel Morris,elizabethgriffin@example.com,(447)958-6637x381,Archivist,4608,Retail,Email Campaign,20.0,30.0,76,Contacted,2024-02-18,2023-08-09,
5831,Davidson Inc,Craig Brown,david90@example.org,478-679-5467x669,"Psychologist, occupational",7414,Manufacturing,Partner,16.0,48.0,3,Converted,2024-07-09,2023-11-23,
5832,"Travis, Martinez and Dean",Christopher Adams,erandolph@example.com,200-601-3593,Health promotion specialist,7729,Finance,Email Campaign,13.0,37.0,48,Contacted,2023-05-26,2024-07-10,2024-08-02
5833,Thomas-Fields,Kristin Johnson,bryantjames@example.net,539.474.1905,Clinical psychologist,6014,Healthcare,Cold Call,4.0,28.0,37,Contacted,2023-01-07,2023-11-26,
5834,Smith LLC,Shannon Clark,elane@example.org,001-678-939-3700,Freight forwarder,124,Healthcare,Referral,,40.0,81,Qualified,2023-01-31,2024-09-16,
5835,Rodriguez-Jensen,Melissa Hill,edwardmyers@example.org,228.420.7715x2607,Tax inspector,5514,Education,Trade Show,,28.0,75,New,2024-11-06,2023-12-11,
5836,Murphy-Murray,Lisa Fernandez,davissherry@example.org,7399428592,Recycling officer,9028,Finance,Referral,,23.0,27,Contacted,2024-01-08,2023-05-09,
5837,Strong-Dyer,Melissa Johnson,lopezchristopher@example.com,+1-573-409-8692x019,Teaching laboratory technician,1003,Education,Referral,14.0,15.0,68,Qualified,2023-01-12,2023-05-17,2023-05-16
5838,"Roberts, Rodriguez and Gonzales",Amanda Hoffman,tylerbutler@example.org,001-942-929-0491,"Surveyor, insurance",2745,Healthcare,Cold Call,6.0,3.0,2,Qualified,2023-08-11,2024-03-21,
5839,"Adams, Andrews and Webb",Tanya Sanchez,jeremy56@example.com,741-721-8540x5273,Chief of Staff,6133,Technology,Partner,3.0,,11,Qualified,2023-05-09,2024-10-07,
5840,"Crosby, Pineda and Brown",Gerald Kelly,blackallen@example.org,(753)321-3661x5814,Advertising art director,5898,Education,Cold Call,,,82,Qualified,2023-05-07,2024-07-29,2023-08-05
5841,Taylor-Johnson,Lisa Mcdonald,william53@example.net,279.422.8252x3391,"Restaurant manager, fast food",1975,Healthcare,Trade Show,,11.0,58,Converted,2023-06-04,2023-08-15,2024-08-15
5842,Sanchez-Evans,Tiffany Johnson,josephjohnson@example.org,621-360-6477,Chief Executive Officer,448,Manufacturing,Email Campaign,10.0,47.0,100,Qualified,2024-12-25,2024-11-01,
5843,Ramos and Sons,Nicholas Bailey,loganmark@example.com,973.798.5831x090,Medical technical officer,3487,Manufacturing,Cold Call,,43.0,49,Contacted,2024-12-25,2024-01-03,
5844,Valdez Inc,Edward Miller,teresaoconnor@example.org,632-583-2539,Audiological scientist,4860,Technology,Trade Show,18.0,,59,New,2023-10-24,2023-08-18,
5845,Green Group,Natalie White,zperez@example.net,+1-548-678-5004x9778,Hydrologist,85,Retail,Referral,,10.0,82,Contacted,2023-06-04,2023-01-02,
5846,Hernandez Ltd,Teresa Rivera,misty40@example.net,001-502-326-0960x9854,Land/geomatics surveyor,7189,Healthcare,Referral,4.0,,63,Disqualified,2023-07-27,2023-02-20,
5847,"Jordan, Curtis and Kim",John Robinson,abeasley@example.org,565-813-2101x228,Print production planner,9961,Healthcare,Cold Call,12.0,37.0,55,Converted,2024-10-01,2023-02-02,
5848,"Quinn, Francis and Wood",Laura Miller,bcombs@example.net,001-777-880-9832,Artist,9059,Manufacturing,Trade Show,18.0,41.0,53,Disqualified,2024-02-20,2023-02-08,
5849,"Mcbride, Anderson and Decker",Jeffrey Ellis,dkennedy@example.com,+1-299-631-2334x45295,Chief Operating Officer,1256,Manufacturing,Referral,4.0,,66,Contacted,2023-12-03,2023-09-28,
5850,Williams-Lane,Robin Clark,kristamiller@example.org,+1-349-850-5111x312,Tax adviser,6026,Retail,Trade Show,18.0,31.0,47,Qualified,2023-03-25,2023-04-20,
5851,Jones-Ramirez,Dalton Mccormick DDS,williamszachary@example.org,+1-775-907-9674x3408,Warden/ranger,8374,Manufacturing,Referral,,29.0,32,Qualified,2024-05-17,2023-08-26,
5852,"Brown, Williams and Quinn",Michael Lopez,hhammond@example.net,8325916047,"Psychologist, counselling",6581,Healthcare,Referral,20.0,28.0,49,Disqualified,2023-09-13,2023-10-11,
5853,Jones-Richardson,Paul Briggs,murilloantonio@example.net,881.249.2804x434,"Scientist, clinical (histocompatibility and immunogenetics)",7940,Retail,Partner,4.0,1.0,41,New,2023-09-09,2023-11-10,
5854,Fox-Scott,Darrell Murphy,gibsonpaul@example.com,+1-609-401-5147x9984,Research scientist (maths),7190,Healthcare,Email Campaign,4.0,39.0,47,Converted,2024-01-28,2024-09-07,
5855,Walker Inc,John Jones,halejason@example.net,+1-954-417-2661x73573,Catering manager,9247,Manufacturing,Trade Show,17.0,41.0,98,Converted,2023-01-18,2024-11-19,
5856,Zimmerman-Baker,Melissa Jones,langangela@example.com,796-209-3499,Product designer,3894,Manufacturing,Partner,17.0,49.0,6,Disqualified,2024-04-05,2024-07-21,
5857,"Wise, Jenkins and Andersen",Sarah Freeman,wnolan@example.net,(900)893-3962x266,Fine artist,7246,Education,Website,6.0,26.0,21,Qualified,2023-06-26,2023-01-29,2023-02-01
5858,Jackson-Dunn,John Williams,wlewis@example.org,749.243.6296x584,Product manager,8944,Manufacturing,Website,9.0,,71,Disqualified,2024-05-30,2024-06-19,
5859,Stafford-Fowler,Brooke Flores,malonedean@example.com,(519)751-2071,Rural practice surveyor,7360,Technology,Partner,,33.0,19,Converted,2024-03-22,2024-02-27,2024-10-27
5860,Lutz Inc,Emily Petersen,scottdaniels@example.net,001-495-909-4348x60920,Actuary,9403,Finance,Trade Show,1.0,4.0,90,Qualified,2024-10-07,2023-11-03,
5861,"Miller, May and Rush",Victor Hansen,rachel94@example.org,(940)472-0750,Tax inspector,635,Healthcare,Email Campaign,1.0,20.0,63,Contacted,2024-04-19,2024-11-26,
5862,Howard and Sons,Andre Johnson,smitherica@example.com,907-674-1659,Contractor,8224,Finance,Partner,2.0,,59,Disqualified,2024-12-08,2023-05-14,
5863,Shields-Acosta,Rachel Marshall,alexahawkins@example.net,001-528-358-4856,"Research officer, political party",5956,Technology,Website,17.0,44.0,4,New,2024-02-28,2024-10-12,
5864,"Beasley, Jenkins and Walker",Roy Sanders,ianderson@example.org,662.923.2104,Industrial/product designer,4335,Manufacturing,Trade Show,16.0,46.0,54,New,2024-01-04,2024-04-02,
5865,"Gordon, Cook and Walsh",Michael Lane,johnhooper@example.com,604.834.3400x95220,Community arts worker,4687,Technology,Partner,,33.0,44,Contacted,2024-02-25,2023-05-04,
5866,"Woods, Miller and Davis",Shane Jones,wilsonjennifer@example.com,273.935.6538x1329,Further education lecturer,9590,Manufacturing,Social Media,,7.0,99,Qualified,2023-03-13,2024-10-16,
5867,"Briggs, Potts and Werner",Rita Cisneros,cheryl49@example.net,001-516-795-7665x27393,Jewellery designer,2257,Education,Website,8.0,,16,Qualified,2023-06-13,2024-02-26,2023-12-04
5868,Carpenter-Turner,Abigail Moss,thomasjane@example.net,(436)213-2354x869,"Civil engineer, contracting",8528,Technology,Partner,7.0,1.0,48,Qualified,2024-12-05,2024-09-17,
5869,Dougherty-Wang,Kevin Bennett,gonzaleskristen@example.com,001-266-572-2343x5204,"Restaurant manager, fast food",821,Manufacturing,Social Media,12.0,46.0,10,Qualified,2024-11-20,2023-04-19,
5870,"Nguyen, Kim and Reid",Dale Rivera,catherinewalker@example.com,369-326-7299x308,Oceanographer,2788,Education,Website,,9.0,27,Disqualified,2024-01-09,2024-03-20,
5871,"Cardenas, Evans and Evans",Christopher Sullivan,kim58@example.net,(973)519-1998,Technical author,5439,Manufacturing,Email Campaign,,10.0,74,Converted,2023-12-07,2023-06-10,
5872,"Smith, Graham and Cooley",Jason Gates,phillip39@example.org,(249)947-2740,Phytotherapist,3435,Manufacturing,Cold Call,3.0,29.0,24,New,2024-03-05,2023-04-19,
5873,"Gilmore, Garrett and Parker",Nathan Cain,christinaparker@example.org,219.868.3100x7704,Water engineer,5978,Retail,Social Media,12.0,27.0,41,Converted,2024-10-14,2024-09-15,
5874,Miller and Sons,Mr. James Hunt PhD,martindiane@example.org,836.458.6336,Chief Operating Officer,2825,Finance,Trade Show,3.0,40.0,62,Disqualified,2023-03-11,2024-01-02,2023-07-11
5875,Young and Sons,Erin Charles,hwilson@example.com,(445)377-5566x439,Freight forwarder,4708,Retail,Trade Show,19.0,,54,Converted,2023-02-05,2024-10-06,
5876,Brown-Ramos,Matthew Randolph,gwilson@example.net,264.404.4304x535,Public house manager,59,Healthcare,Referral,8.0,36.0,80,Disqualified,2023-05-12,2024-05-26,2023-11-23
5877,Alexander-Baker,Michael Lee,stanleyandrew@example.com,001-727-525-3527,Legal executive,4252,Technology,Partner,13.0,15.0,68,Qualified,2023-10-17,2023-02-04,2024-04-21
5878,Walters-Blanchard,Dawn Daniels,sloankatrina@example.com,+1-223-266-9798x69007,Farm manager,6333,Retail,Website,,4.0,50,New,2023-03-23,2023-03-18,
5879,"Clayton, Andrews and Mccoy",Zachary Figueroa,gthompson@example.org,559-417-4724x5638,"Pharmacist, hospital",7373,Manufacturing,Social Media,3.0,15.0,85,New,2024-03-26,2023-02-12,
5880,Roy-Moss,Jordan Willis,rebecca79@example.net,993-287-3842x6892,Best boy,7314,Manufacturing,Social Media,,41.0,51,Qualified,2023-12-26,2024-11-09,
5881,"Barnes, Riley and Ramirez",Gail Henderson,qturner@example.com,566.945.0502x392,Chief Strategy Officer,71,Manufacturing,Trade Show,,41.0,70,Qualified,2023-10-05,2024-09-07,
5882,"Hernandez, Shaw and Davis",Rodney Ayala,okaiser@example.net,394-931-4770x00726,Careers adviser,7883,Retail,Email Campaign,15.0,,88,Converted,2024-12-20,2023-01-30,
5883,Gutierrez and Sons,Kelsey Davis,andrew82@example.com,312.859.9897x1361,Chiropodist,210,Finance,Cold Call,16.0,12.0,4,Qualified,2023-08-12,2024-10-20,
5884,Singleton Group,Joy Brown,amber94@example.net,916-740-1100x963,"Administrator, local government",9756,Education,Partner,,,73,Contacted,2023-01-28,2023-07-11,
5885,Moody PLC,Johnny Ortiz,michaelhenderson@example.org,(336)913-0563x56431,"Solicitor, Scotland",3442,Retail,Website,,50.0,79,Converted,2023-11-14,2024-01-01,
5886,"Bernard, Aguilar and Heath",Nathan Davis,brandybrown@example.net,639-839-7104x6896,Tree surgeon,9680,Healthcare,Cold Call,17.0,8.0,76,Contacted,2024-06-17,2023-02-26,
5887,Simon-Oliver,Paula Terry,dorothybarnett@example.net,+1-253-209-9629x86306,Regulatory affairs officer,4435,Healthcare,Trade Show,12.0,40.0,27,Disqualified,2023-03-02,2024-07-29,2024-01-06
5888,"Wilson, Castro and Hansen",Matthew Brooks,sgarza@example.net,(679)895-0405,Equities trader,478,Finance,Social Media,8.0,16.0,85,Disqualified,2024-12-14,2023-05-28,2023-12-12
5889,Nielsen Inc,Kimberly Becker,jweber@example.com,216-923-4813,"Librarian, academic",3791,Finance,Trade Show,15.0,15.0,92,Converted,2023-06-08,2023-02-18,
5890,"Barajas, Guzman and Harrell",Christopher Woods,udavies@example.com,(435)443-4704,"Investment banker, operational",146,Finance,Email Campaign,,4.0,31,Converted,2024-11-19,2024-09-12,2023-09-09
5891,Bates Ltd,Dustin Cannon,jerry60@example.org,(882)256-9396,Manufacturing systems engineer,2256,Finance,Social Media,19.0,36.0,99,Contacted,2023-09-22,2024-05-01,2023-12-18
5892,Green LLC,Edwin Bowman,raymond78@example.org,367.219.9185,Fisheries officer,7500,Healthcare,Cold Call,,41.0,100,Converted,2023-01-01,2024-12-14,2023-09-16
5893,Jones-Morris,Brandon Cox MD,moorekarl@example.net,001-271-664-4029x9819,"Programme researcher, broadcasting/film/video",9746,Finance,Partner,17.0,6.0,32,Disqualified,2024-12-11,2023-02-27,2023-07-24
5894,White-Ruiz,Erik Davis,emcdonald@example.net,(887)837-1918x4172,Database administrator,1209,Finance,Email Campaign,10.0,13.0,89,New,2023-01-05,2023-11-24,2024-07-27
5895,Roy-Taylor,Cameron Webb,hbrown@example.org,(598)589-0605x7593,Textile designer,3165,Finance,Social Media,12.0,3.0,67,New,2023-02-28,2023-01-05,2023-04-03
5896,Thornton LLC,Jodi Hudson,xrusso@example.org,304-445-9722x6616,Pensions consultant,794,Healthcare,Partner,,47.0,71,Converted,2024-02-28,2023-03-25,
5897,Wilson-Montgomery,Mark Thomas,toddcourtney@example.com,+1-574-305-4225x0962,Naval architect,6208,Technology,Social Media,18.0,29.0,26,Contacted,2024-03-13,2024-05-12,
5898,Johnson Ltd,Joshua Cowan DDS,bevans@example.net,(616)515-5051,"Exhibitions officer, museum/gallery",8764,Technology,Social Media,4.0,15.0,5,New,2023-07-20,2024-05-03,
5899,"Martinez, Holt and Boyd",Gregory Hayes,wjohnson@example.org,723-521-2195,Tree surgeon,5927,Retail,Email Campaign,3.0,6.0,5,Converted,2023-10-25,2023-12-07,
5900,Robinson-Ware,Kevin Russell,branchrachel@example.org,984-371-8676x19953,"Surveyor, building control",9411,Technology,Referral,7.0,41.0,54,New,2024-03-06,2023-11-17,
5901,Dominguez Inc,Courtney Obrien,ngreen@example.org,+1-487-310-1687x52175,Control and instrumentation engineer,9393,Finance,Trade Show,11.0,25.0,45,Qualified,2023-10-02,2023-07-19,
5902,Smith-Adams,Jill Torres,perry64@example.net,+1-362-706-1467x48390,Tour manager,8851,Healthcare,Email Campaign,,36.0,19,New,2023-04-08,2024-01-12,
5903,Smith-Mathews,Debra Freeman,michaelacain@example.net,+1-850-734-8650,Ship broker,2354,Finance,Referral,8.0,44.0,87,New,2023-08-23,2023-05-30,
5904,Moreno-Caldwell,Joseph Williams,ghill@example.org,7954994427,Tourism officer,9676,Finance,Website,19.0,8.0,54,Converted,2024-11-09,2024-09-10,
5905,Martin-Serrano,Daniel Baldwin,reyesscott@example.org,+1-431-407-4236x3983,"Biochemist, clinical",6670,Manufacturing,Website,,27.0,63,Contacted,2024-10-29,2024-11-25,
5906,Larsen-Carroll,Justin Woods,wphelps@example.net,3344342058,Drilling engineer,651,Manufacturing,Website,2.0,49.0,63,Qualified,2023-04-17,2023-02-19,
5907,Mullen Group,Mark Smith,athomas@example.com,001-440-422-5695,Marine scientist,6818,Retail,Social Media,6.0,10.0,87,Contacted,2023-10-26,2023-04-16,
5908,"Taylor, Aguilar and Jones",Luke Warren,sara74@example.net,(769)444-3364,Housing manager/officer,4170,Finance,Website,4.0,16.0,40,Qualified,2024-02-17,2024-05-11,
5909,Jones LLC,Samantha Shea,ronaldhartman@example.net,(305)332-1412,Fast food restaurant manager,7120,Technology,Cold Call,9.0,3.0,78,New,2023-02-08,2023-06-16,
5910,Johnson Group,Amy David,kcoleman@example.com,+1-587-876-6739x514,Research scientist (life sciences),9506,Education,Email Campaign,10.0,31.0,20,Disqualified,2023-02-13,2023-09-09,
5911,Sutton-Carroll,Billy White,michael48@example.net,670.216.8921x488,Sub,8563,Finance,Referral,19.0,29.0,29,Converted,2023-04-10,2023-12-13,2023-05-19
5912,Jensen Inc,Lynn Anthony,qrobertson@example.net,(899)290-8462x0231,Higher education careers adviser,5369,Manufacturing,Social Media,7.0,13.0,52,Qualified,2024-06-11,2023-04-13,
5913,"Poole, Anderson and Blanchard",Andrea Mcguire,angela85@example.net,001-489-907-5412x5395,Event organiser,2747,Healthcare,Cold Call,,45.0,30,Qualified,2024-06-25,2023-09-11,
5914,Chavez Group,Lisa Garcia,susan55@example.net,759.877.3199,Toxicologist,8276,Technology,Social Media,5.0,6.0,56,Contacted,2024-09-07,2024-12-27,2024-09-04
5915,"Parks, Lee and Johnston",Joshua Waller,allenrichard@example.com,871-740-0196x6881,Civil Service administrator,3352,Technology,Trade Show,8.0,9.0,47,Contacted,2024-09-17,2023-03-23,
5916,Sanchez-Bryant,Juan Randall,johnhamilton@example.net,835-635-9470,Theatre director,1868,Healthcare,Email Campaign,,,47,New,2023-09-24,2023-12-09,2023-10-25
5917,"Booth, Watts and Ramos",Jennifer Caldwell,ariana20@example.org,(488)797-5844x0450,"Scientist, physiological",1869,Healthcare,Social Media,16.0,49.0,19,Converted,2024-01-12,2024-08-17,2023-06-16
5918,Haynes LLC,John Spence,staceywallace@example.net,311-427-5341,"Administrator, education",3306,Healthcare,Cold Call,20.0,3.0,42,Converted,2023-12-10,2024-10-25,
5919,Burke Ltd,Austin Montgomery,gibsonmary@example.net,+1-334-696-8137x4563,"Designer, furniture",7711,Education,Social Media,11.0,17.0,33,Qualified,2023-07-21,2023-03-01,
5920,"Lopez, Smith and Sims",Richard Carlson,steven83@example.org,(714)494-2560,Animator,3408,Retail,Trade Show,17.0,38.0,59,New,2023-05-28,2024-07-09,2024-04-03
5921,Huerta Inc,Jason Mcdonald,george39@example.net,668-639-6251x67463,Product designer,4842,Finance,Website,1.0,15.0,32,New,2024-07-23,2024-09-20,2023-02-18
5922,Long-Lewis,John Beck,williamsrobert@example.org,344-849-8273,"Designer, jewellery",4794,Technology,Partner,11.0,44.0,34,Contacted,2023-03-24,2023-04-15,
5923,White-Moore,Mr. Christopher Pittman,alvarezdaniel@example.org,971.740.8106,Public librarian,2085,Manufacturing,Social Media,,26.0,54,Contacted,2023-09-25,2024-05-16,
5924,Hopkins LLC,Rebecca Sanders,hamptonemily@example.net,+1-524-838-1590x001,Accommodation manager,7228,Manufacturing,Trade Show,16.0,9.0,47,Converted,2023-06-30,2023-01-16,
5925,Mills-Mccormick,Curtis Jones,ellisonthomas@example.net,(729)747-2925x6150,"Administrator, sports",3728,Retail,Trade Show,,49.0,40,Disqualified,2024-09-30,2023-02-11,2024-05-28
5926,Marsh and Sons,Stephen Moore,christine48@example.com,001-524-572-6578x57161,Psychiatrist,5671,Retail,Cold Call,3.0,,3,Disqualified,2023-06-30,2023-07-03,
5927,"Henderson, Jones and Evans",Caroline Brooks,powelldaniel@example.org,(300)707-2457x85733,Legal executive,2755,Finance,Trade Show,3.0,6.0,54,Disqualified,2023-08-04,2024-03-23,
5928,Gray Group,Megan Torres,jordan44@example.org,247.489.7527,Exhibition designer,9131,Manufacturing,Cold Call,,,43,Converted,2024-06-04,2023-08-22,
5929,Cooper and Sons,Brianna Howell,johnsonjonathan@example.org,+1-993-742-4660x206,Environmental consultant,9567,Healthcare,Social Media,8.0,11.0,98,Contacted,2024-09-07,2024-02-23,
5930,"Evans, Miller and Lee",Christina Mitchell,angelajackson@example.com,7726409968,Actor,1650,Retail,Website,11.0,26.0,49,New,2024-10-26,2023-06-27,
5931,Nolan and Sons,Michael Torres,guzmanerica@example.com,+1-397-444-7411x698,Recycling officer,6293,Healthcare,Cold Call,2.0,,38,Converted,2024-09-27,2023-02-17,
5932,"Thomas, West and Harrison",Tammy Carter,maxhenry@example.org,(272)968-3300,"Accountant, chartered public finance",531,Finance,Cold Call,,14.0,77,Contacted,2024-12-30,2023-06-02,2023-08-26
5933,"Brown, Baird and Randall",Julie Roberts,kwilson@example.com,813.782.0094,Ergonomist,1094,Manufacturing,Trade Show,10.0,2.0,6,Converted,2024-09-21,2023-12-05,2023-03-01
5934,Blair Group,Tony Garcia,grahamjamie@example.net,(881)313-6089x331,"Engineer, electrical",4800,Retail,Cold Call,14.0,8.0,25,Contacted,2023-10-05,2024-05-18,
5935,"Hendrix, Roach and Hernandez",Mike Gamble,loriterry@example.org,001-822-504-3237,Learning mentor,1240,Healthcare,Email Campaign,15.0,29.0,70,Converted,2024-03-15,2024-11-12,
5936,French-Rodriguez,Mrs. Krista Kim,matthew33@example.net,887.217.1595x79350,Retail buyer,1312,Technology,Email Campaign,,39.0,6,Converted,2024-01-31,2024-06-10,2023-09-14
5937,Hall PLC,Sara Gay,lisa57@example.net,+1-822-240-7308x7750,Haematologist,4460,Finance,Partner,,,59,Disqualified,2024-10-06,2024-11-07,
5938,"Perkins, Dean and Rodriguez",Andrew Hernandez,ybryant@example.net,490-930-8075,"Programmer, applications",5928,Education,Cold Call,4.0,5.0,84,New,2023-08-26,2024-06-22,
5939,"Parker, Williams and Miller",Kaylee Brown,lisafrench@example.com,001-592-803-3371x813,Retail manager,6926,Technology,Cold Call,,16.0,18,Converted,2024-07-26,2024-09-04,
5940,Reed PLC,Dakota White,laurenedwards@example.net,754.949.6054x43849,"Engineer, maintenance",2345,Education,Cold Call,,25.0,16,Contacted,2024-01-30,2024-11-19,2023-05-23
5941,Morris Group,John Hernandez,briannaperry@example.com,+1-666-254-0023x20991,Warehouse manager,2239,Education,Social Media,13.0,,71,Contacted,2023-10-13,2023-02-24,2023-05-11
5942,Vaughan-Lewis,Jill Gallagher,zsmith@example.org,723-830-9880x6808,Geophysicist/field seismologist,5611,Retail,Partner,4.0,18.0,80,Qualified,2024-02-05,2023-02-20,
5943,"Sanchez, Burns and Skinner",Ronald Thompson,hlee@example.net,001-417-212-2163x1587,"Engineer, water",9957,Technology,Email Campaign,,1.0,64,New,2023-02-03,2024-08-19,
5944,Sanders-Harris,Stanley Merritt,joseph98@example.com,(738)338-5344x9837,Adult nurse,2057,Technology,Trade Show,6.0,17.0,19,Disqualified,2024-02-20,2024-07-17,
5945,"Contreras, Davis and Price",Thomas Olson,allenmark@example.net,548.283.0307,Equality and diversity officer,3219,Manufacturing,Email Campaign,,,29,Contacted,2023-05-08,2024-09-06,
5946,Perry-Marshall,Seth Mcdaniel,ehancock@example.net,716-950-9067x87775,"Surveyor, minerals",8684,Finance,Email Campaign,6.0,19.0,54,Converted,2023-05-22,2023-05-06,2023-01-12
5947,Vargas-Molina,Lisa Steele,danielle48@example.com,531.979.8324,Technical brewer,861,Retail,Website,,,8,Disqualified,2023-08-29,2023-05-31,
5948,Vaughan LLC,Brittany Mullins,andrewsmith@example.com,001-735-621-2242,Horticultural therapist,2058,Manufacturing,Email Campaign,17.0,33.0,29,Contacted,2024-09-21,2024-09-17,
5949,Benson-Thompson,Juan Smith,jessicajohnson@example.com,506.451.1753x53152,Commercial art gallery manager,5737,Finance,Partner,6.0,,11,New,2024-12-16,2024-07-12,
5950,Le-Bailey,Janice Miller,whitelaura@example.net,001-403-397-1455x51555,Dramatherapist,3429,Healthcare,Cold Call,19.0,22.0,26,Contacted,2023-05-24,2023-02-26,
5951,Mcdonald and Sons,Christine Green,deborahcabrera@example.com,374.816.3193,Intelligence analyst,6819,Manufacturing,Partner,9.0,47.0,56,Contacted,2024-04-09,2024-02-02,2024-07-11
5952,"Berg, Davidson and Santiago",Gina Knight,wwells@example.com,(779)723-6265x793,Fitness centre manager,2907,Healthcare,Trade Show,19.0,20.0,3,New,2023-08-25,2023-02-13,2024-01-22
5953,Stewart Ltd,Timothy Moore,kimberlyhenderson@example.org,626-929-7309x9596,Chiropodist,6682,Retail,Partner,,,43,Contacted,2024-07-21,2023-05-17,
5954,Lopez-Duke,Brian Baker,garciadanny@example.com,369.848.2234,Press photographer,2588,Education,Trade Show,19.0,48.0,74,Converted,2024-06-22,2024-09-02,
5955,Walker-Cameron,Christopher Campbell,brandy37@example.com,(995)560-6836,Tax adviser,8517,Education,Website,18.0,36.0,41,New,2023-10-27,2023-10-12,2023-01-30
5956,Deleon-Vazquez,John Church,jmarshall@example.com,737.491.1578x396,Educational psychologist,2135,Education,Social Media,2.0,48.0,58,Qualified,2024-12-05,2024-08-12,
5957,Garcia-Moore,Charles Carpenter,petersdenise@example.net,(824)675-0337x48161,"Conservator, furniture",3993,Retail,Social Media,,,25,Disqualified,2024-04-24,2023-12-20,
5958,"Williams, Wilson and Harrell",Brian Harris,blackrebecca@example.com,503.706.0928x19938,"Surveyor, building control",456,Finance,Trade Show,,,61,Converted,2023-09-02,2024-02-02,
5959,Carpenter-Ewing,Lori Evans,taylorjames@example.com,+1-563-262-0899x2804,Data processing manager,7781,Manufacturing,Trade Show,14.0,16.0,55,Qualified,2024-01-27,2023-05-22,
5960,"Edwards, Williams and Ritter",Mark Wilson,josephcaldwell@example.org,548-434-0295x466,Trade mark attorney,2347,Finance,Partner,,,82,Qualified,2023-04-24,2023-03-10,
5961,Barrera-Caldwell,Dr. Brandi Parker,mmontoya@example.org,+1-920-733-6195x084,Paramedic,8582,Finance,Partner,13.0,,65,Converted,2024-07-13,2023-04-09,
5962,Taylor and Sons,Christopher Sullivan,davidmiller@example.org,969.579.9676,Database administrator,813,Finance,Email Campaign,6.0,32.0,23,New,2024-06-07,2024-04-26,2023-04-19
5963,"Palmer, Scott and Craig",Rachel Chavez,robertjenkins@example.com,6503648418,"Surveyor, building",4443,Education,Cold Call,,,15,Contacted,2024-01-20,2023-04-03,
5964,"Vargas, Hunt and Watkins",Jennifer Bautista,carlos01@example.org,(364)315-1747,"Engineer, communications",30,Manufacturing,Partner,19.0,22.0,36,Disqualified,2023-05-11,2023-12-05,
5965,Johnson Group,Brandon Sanchez,danielsrobert@example.net,374-976-8357x32408,"Conservation officer, historic buildings",6203,Healthcare,Social Media,2.0,8.0,68,Converted,2023-11-09,2023-07-03,
5966,Rogers Ltd,Eric Williamson,amanda99@example.com,001-487-442-3441x294,Patent attorney,3260,Finance,Website,,,64,Contacted,2024-05-28,2023-08-23,
5967,"Schultz, Thornton and Powell",Michelle Aguilar,xmcclain@example.net,+1-376-503-3925x470,Community development worker,1980,Manufacturing,Referral,,36.0,2,New,2023-09-14,2024-01-16,
5968,Jones LLC,Meghan Thomas,taylormartinez@example.com,5957471774,"Engineer, land",5706,Education,Cold Call,3.0,4.0,38,Qualified,2024-12-28,2024-12-28,
5969,Thomas-Clark,Jamie Lopez,martincalhoun@example.net,228.423.6425x70648,Production manager,9055,Healthcare,Referral,,,53,Contacted,2023-10-19,2024-07-12,
