customer_id,company_name,contact_name,email,phone,industry,company_size,segment_id,customer_tier,signup_date,last_interaction,country,state,city,annual_revenue,decision_makers
2483,"Lee, Lane and Hart",Ashley Cummings,andrewcastro@example.org,+1-812-957-3782x105,Manufacturing,3815,2,Bronze,2023-11-03,2023-08-31,Guinea-Bissau,Nebraska,Smithstad,3506187,5
2484,Edwards LLC,Antonio Sherman,pmiller@example.net,355-374-0449x927,Technology,8407,2,Platinum,2024-02-18,2024-01-23,Morocco,Utah,West Triciahaven,6980964,6
2485,Ellis-Kelley,Jeffrey Newton,lunavicki@example.net,(753)890-5321,Healthcare,6823,1,Gold,2023-01-01,2024-06-04,France,Minnesota,Port Timothyland,5087288,10
2486,Dodson-Stewart,Cynthia Kent,jeremy38@example.net,(701)905-2822x75349,Finance,6817,4,Gold,2024-06-05,2024-09-17,Gambia,South Dakota,South Tabitha,2737136,3
2487,Thornton-Walker,Donna Sanders,thunt@example.org,532.626.5711x4187,Manufacturing,8115,4,Platinum,2024-01-12,2023-04-21,Germany,Pennsylvania,Guzmanport,3908905,7
2488,Johnson Group,Anne Strong,goldenjacob@example.org,001-381-983-7260x3463,Retail,55,2,Silver,2023-10-22,2023-12-25,Norfolk Island,Pennsylvania,Phamchester,9817963,10
2489,Franklin-Cummings,Natalie Smith,vsimon@example.org,+1-283-422-1974,Retail,2400,2,Bronze,2023-10-22,2023-07-15,Antarctica (the territory South of 60 deg S),Iowa,Stephanieshire,1091737,2
2490,"Jones, Jones and Smith",Lori Bailey,lukewright@example.org,(704)546-9795,Manufacturing,6520,6,Platinum,2023-09-03,2024-10-08,Gibraltar,Wyoming,Port Carlos,8989960,1
2491,"Reeves, Edwards and Riley",Derek Hamilton,amy18@example.org,(695)706-0810,Healthcare,7830,4,Bronze,2024-03-17,2024-05-28,Mauritius,Virginia,East Joseberg,8196593,5
2492,Hill Ltd,Deborah Macdonald,sarahgriffith@example.com,414.685.3968x31859,Retail,3951,3,Platinum,2023-06-12,2024-10-23,Bulgaria,Massachusetts,Wallacetown,7439272,4
2493,"Brooks, Fields and James",Shannon Fernandez,tyoung@example.org,001-858-479-7726x257,Healthcare,9306,4,Silver,2024-11-13,2024-01-10,Suriname,Colorado,West Marcus,6180599,4
2494,"Clayton, Tate and Jackson",Amanda Brown,susanmarquez@example.net,(795)728-0707x71881,Retail,2705,2,Platinum,2024-03-04,2023-05-31,Indonesia,Georgia,Michaelland,7167994,6
2495,Lee-Salazar,Julia Brown,mperez@example.org,+1-591-212-8110x1801,Finance,2340,1,Platinum,2023-05-22,2023-12-28,Palestinian Territory,Louisiana,West Joseph,4344120,9
2496,"Johnson, Barry and Cole",Casey Bryant,timothy27@example.com,+1-343-491-1722x8375,Government,8368,4,Bronze,2024-07-17,2023-07-06,Greece,Rhode Island,Catherinehaven,9564152,8
2497,"Bright, Hernandez and Pugh",Ashley Atkinson,eescobar@example.net,668-977-5411,Education,2746,5,Platinum,2024-04-23,2024-02-23,El Salvador,South Carolina,Manningland,6915620,2
2498,Lloyd-Ingram,Michael Gonzales,rebeccasmith@example.org,357-330-4523,Healthcare,4208,6,Silver,2024-06-15,2023-08-17,Western Sahara,New Mexico,Robertfort,6394233,7
2499,Cantu-Evans,Larry Ross,wballard@example.org,407.231.8144x210,Retail,624,6,Bronze,2023-10-17,2023-07-29,Tokelau,Maryland,South Holly,3878664,6
2500,Boyd PLC,Elizabeth Jordan,angela89@example.net,681.935.2462,Technology,3050,1,Platinum,2024-08-21,2023-11-24,Brunei Darussalam,Michigan,New Wendy,4114430,7
2501,"Mcintosh, Carpenter and Schroeder",Sarah Smith,dorothychung@example.org,3899695825,Manufacturing,4625,5,Bronze,2023-07-14,2023-09-24,Montserrat,Hawaii,Jamesport,7090660,1
2502,Weaver-Chung,Anna Garza,jeffreyjenkins@example.org,875.734.2459x1253,Retail,6943,6,Gold,2024-08-13,2023-05-25,Brazil,Delaware,Lisaborough,9777597,3
2503,"Jennings, Wang and Soto",Antonio Hogan DDS,adam35@example.org,(809)284-1454x8303,Manufacturing,6944,3,Gold,2023-03-05,2024-01-27,Bulgaria,California,Brianfurt,6901744,8
2504,Warner PLC,Kenneth Smith,kevinlee@example.org,(606)230-2583x6682,Education,3447,6,Silver,2024-08-27,2024-06-14,Jamaica,California,South Justinstad,3914044,9
2505,Powell-Hudson,Terri Hayes,nturner@example.org,225-247-5608,Education,3687,6,Platinum,2023-10-17,2023-05-13,British Virgin Islands,Maryland,New Amberville,1013714,3
2506,Smith-Casey,Chelsea Lewis,markblanchard@example.org,001-806-972-3827x81469,Education,7700,1,Gold,2024-02-19,2023-06-28,Indonesia,Maryland,Meyerhaven,8181516,4
2507,"Brown, Moore and Adams",Steven Hodge,brewerderek@example.net,824-369-0259,Education,6984,3,Bronze,2023-02-28,2023-07-14,Namibia,Arkansas,North Jennifertown,3193734,9
2508,Norris-Hicks,Craig Lucas,pcarson@example.net,314.567.0312x869,Manufacturing,2333,1,Gold,2024-11-08,2024-06-19,Timor-Leste,Hawaii,Hunterhaven,5175243,4
2509,"Medina, Lee and Roberson",Brenda Jackson,coffeytiffany@example.net,(307)457-8047x994,Government,6194,3,Silver,2024-02-11,2024-01-17,Montenegro,New Hampshire,West Joannebury,2505240,7
2510,"Townsend, Cruz and Marshall",Jason Pennington,ivazquez@example.org,001-747-462-2214x711,Education,6512,3,Silver,2023-05-27,2023-10-14,Kazakhstan,New Hampshire,New Nancy,5518273,5
2511,Alvarez-Cook,Kelli Taylor,melissa42@example.com,+1-671-685-5168x77001,Finance,7059,3,Bronze,2023-06-13,2023-10-22,Saint Pierre and Miquelon,Nevada,North Michaelport,1033744,6
2512,"Vasquez, Collins and Martin",Timothy Haney,hbradshaw@example.net,317.531.4309x02068,Education,9893,1,Silver,2023-07-02,2024-03-31,Kuwait,Connecticut,Port Trevor,9519500,9
2513,"Burns, Hernandez and Sims",Rachel Kramer,tiffany24@example.org,904-991-1380x81813,Manufacturing,2462,3,Bronze,2024-10-18,2023-07-05,Wallis and Futuna,Florida,Friedmanmouth,4341102,9
2514,"Cooper, Jefferson and Rodriguez",Amy Santos,nortonelizabeth@example.com,4789142663,Finance,9295,2,Gold,2024-01-10,2023-08-22,Pitcairn Islands,Kansas,Elizabethfort,9150528,8
2515,"Steele, Perkins and Graham",David Larsen,ltrevino@example.net,942.924.4175x396,Finance,3607,4,Silver,2024-09-17,2024-07-02,Cambodia,New York,Lake Matthew,1158799,1
2516,Shaffer-Vargas,John Wood,osingleton@example.org,001-377-602-1474x550,Manufacturing,9068,6,Silver,2023-05-30,2023-07-20,Kiribati,Wisconsin,North Amanda,5691274,8
2517,Campbell-Miller,Jeffrey Moody,veronicawashington@example.com,8695687992,Manufacturing,847,5,Silver,2023-08-23,2024-08-28,Cyprus,Tennessee,North Michaelbury,1163735,7
2518,"Wallace, Knapp and Adams",Justin Martin,johnnyheath@example.net,(866)806-4064x62788,Healthcare,8463,1,Bronze,2023-05-29,2023-03-17,Timor-Leste,Wyoming,Richardsonmouth,8559186,1
2519,Chavez-Wallace,Kimberly Davila,emilyreid@example.org,001-578-855-2964,Technology,1876,2,Gold,2023-08-24,2023-06-17,Azerbaijan,Massachusetts,Nicoleland,6846225,3
2520,Duffy-Barajas,Amy Li,beniteztyler@example.net,369.277.2887x36051,Manufacturing,3295,3,Silver,2023-09-18,2024-11-17,Yemen,South Carolina,Dennishaven,1125478,1
2521,Moon PLC,Bradley Williams,armstrongjennifer@example.com,531.766.5937,Technology,1506,1,Silver,2024-01-15,2023-01-09,Bhutan,Vermont,Vincentfort,3442483,1
2522,Morrison LLC,Shelby Maynard,johnpatel@example.org,(747)415-5151,Retail,5914,3,Gold,2024-03-26,2023-11-18,Bermuda,Colorado,Schultztown,2215886,2
2523,Boyd PLC,Terry Walters,costajenny@example.net,+1-339-449-7527,Retail,139,3,Silver,2023-07-29,2024-01-17,China,New York,Patrickhaven,2148392,7
2524,Evans-Clark,Alexander Williams,rosschristine@example.net,839-504-1040,Healthcare,1863,3,Platinum,2024-08-16,2023-12-29,Angola,Arkansas,South Kellyfurt,1351116,10
2525,"Huerta, Jones and Hoffman",Steven Stone,dbrennan@example.com,(531)894-5236x2190,Technology,6375,3,Gold,2023-06-13,2023-08-05,British Indian Ocean Territory (Chagos Archipelago),Tennessee,South Jeffrey,7115826,3
2526,Mendoza Ltd,Daniel Murphy,bhoover@example.org,(835)822-7748x076,Government,773,5,Platinum,2024-12-25,2024-10-01,Guinea,Virginia,Lake Natalie,5439915,5
2527,Johnston-Rojas,Zachary Phillips,karen32@example.com,284.788.7610,Retail,4109,5,Silver,2024-11-24,2024-11-11,Venezuela,Arizona,Harperton,9383023,8
2528,"Rodriguez, Lewis and Newton",Terry Hicks,hernandezlaurie@example.net,(506)846-0288,Retail,5919,4,Platinum,2023-01-28,2023-03-07,Svalbard & Jan Mayen Islands,Wisconsin,West Johnborough,9043983,9
2529,"Hutchinson, Delgado and Dixon",Jennifer Cook,evansrobert@example.com,+1-930-577-2078x0282,Retail,8735,1,Gold,2023-06-14,2023-12-01,Kiribati,Virginia,Hansontown,4937574,6
2530,Johnson LLC,Michelle Tucker,caroline86@example.org,2547251886,Finance,297,4,Platinum,2024-01-08,2023-07-11,Mozambique,Oregon,Dianatown,1803558,9
2531,Roberts Ltd,Susan Orozco,markwilliams@example.org,(952)387-9059x73077,Technology,8728,6,Bronze,2023-06-28,2023-09-29,Guam,Louisiana,North Albertville,7026622,10
2532,"Gamble, Forbes and Jones",Molly Berry,amandawilson@example.com,442-643-2942,Technology,6983,3,Gold,2023-05-31,2024-02-03,Guyana,Hawaii,Shannonview,1893199,10
2533,Harris-Randolph,Joshua Bartlett,reneewatson@example.org,(631)995-1215,Retail,9954,4,Bronze,2024-01-18,2023-08-16,Syrian Arab Republic,Missouri,Osbornton,257475,7
2534,Riddle and Sons,Randy Lowe,marymcneil@example.org,+1-423-621-1150,Manufacturing,8375,4,Bronze,2024-04-08,2023-08-05,Ireland,Indiana,Matthewstad,8223243,9
2535,"Nelson, Miller and Reed",Shannon Bird,timothy55@example.net,985.976.7163x447,Healthcare,3280,1,Bronze,2024-02-24,2024-10-06,Kiribati,Mississippi,North Stacey,5020648,6
2536,Owens Inc,Debra Villarreal,nrusso@example.org,939-569-2619x282,Technology,7250,6,Gold,2023-02-03,2023-11-19,Lao People's Democratic Republic,Washington,Port Annettemouth,5215772,2
2537,Christian-Simpson,Amanda Nunez,mcdanielmason@example.com,001-693-918-5719x75164,Retail,5356,5,Gold,2024-06-14,2024-11-11,New Zealand,New Jersey,Mooreland,462556,9
2538,"Bridges, Cobb and Navarro",Kristen Tate,nicole20@example.net,001-348-813-9519x0477,Manufacturing,7789,2,Bronze,2024-01-16,2024-06-27,Niue,Missouri,South Harold,3119092,5
2539,Harding Inc,Drew Williams,qhill@example.net,713.264.1254x189,Retail,1864,6,Platinum,2023-07-17,2023-12-17,South Georgia and the South Sandwich Islands,New Mexico,New Thomas,9517462,7
2540,Garcia-Andrews,Maria Reilly,michaelbecker@example.com,+1-970-946-5717x37715,Healthcare,9346,6,Silver,2023-01-02,2023-01-04,Sudan,Ohio,New Gregoryborough,8581033,3
2541,"Henderson, Velasquez and Edwards",Crystal Casey,wesley88@example.com,3228124464,Government,1827,6,Platinum,2023-10-06,2024-04-23,Ethiopia,Michigan,Williamtown,8096802,5
2542,Lewis PLC,Melissa Mcdaniel,heather22@example.net,001-874-334-7629,Technology,7221,1,Silver,2024-03-23,2023-02-01,Micronesia,Illinois,North Ryan,2691247,3
2543,"Morrow, Sellers and Lowery",Wesley James,mmeadows@example.net,+1-468-805-6106x21756,Retail,2424,2,Silver,2024-07-21,2023-06-10,Serbia,Kansas,East Kevinchester,8206854,7
2544,Meza-Dennis,Jeffrey Lin,cobbelizabeth@example.net,538-448-5159x6981,Healthcare,1063,2,Gold,2024-02-20,2023-07-19,Vanuatu,Utah,New Ashley,3246614,3
2545,Lewis-Rodriguez,Ryan Caldwell,chad58@example.net,827-578-3404x66504,Retail,2863,6,Silver,2023-06-17,2023-10-29,Mauritania,Arizona,Myersland,6095817,3
2546,"Tucker, Carson and Ramos",Jeffrey Price,liumatthew@example.net,(209)644-6978x9550,Government,7807,5,Platinum,2024-09-24,2023-10-26,Haiti,New Hampshire,Russellfurt,9432661,3
2547,"Sullivan, Salazar and Barron",Rebecca Moses,amysmith@example.com,876-282-1565,Healthcare,2818,4,Silver,2023-07-24,2024-09-29,Uzbekistan,Louisiana,Lake Christopherbury,6727385,4
2548,Leonard Group,Terry Hughes,dorseyjerry@example.com,+1-641-770-8701,Technology,6718,3,Bronze,2023-07-27,2024-08-28,Ghana,New Mexico,Vanessamouth,3104570,7
2549,"Kim, Foster and Horton",Todd Howard,buchananbrooke@example.org,+1-307-298-4517x438,Finance,736,1,Gold,2023-10-19,2023-05-30,South Georgia and the South Sandwich Islands,South Dakota,Lindamouth,3820253,3
2550,"Moore, Miller and Snyder",Deanna Davis,curtisrichard@example.org,001-375-996-3136x43962,Education,4315,1,Silver,2024-03-17,2024-11-13,South Georgia and the South Sandwich Islands,Iowa,South Heather,7504565,6
2551,Campbell Ltd,Ryan Murphy,bboyd@example.net,001-265-952-0862,Education,7112,5,Gold,2023-04-09,2023-02-22,Antarctica (the territory South of 60 deg S),Alabama,North Krystalhaven,9592420,5
2552,Warner-Shepherd,Justin Martin,ricemargaret@example.com,860.820.9628,Technology,4211,3,Bronze,2024-06-10,2024-09-18,Netherlands,Texas,Bellmouth,1145902,7
2553,Hinton PLC,James Mason,tthompson@example.org,+1-478-881-5814x1088,Government,5270,2,Gold,2023-11-22,2024-04-24,Saint Helena,Nevada,South Andreaburgh,3426788,10
2554,"Baker, Higgins and Mckenzie",Madison Love,alewis@example.com,517.698.5753x946,Healthcare,1050,3,Silver,2023-01-08,2024-02-05,Colombia,Mississippi,Lake Sheilashire,9400050,3
2555,Miller-Barnes,Tracey Nichols,pgibson@example.org,001-679-666-4100x1283,Retail,2718,1,Platinum,2024-04-04,2024-09-13,Yemen,Alaska,Lake Todd,436465,9
2556,"Roy, Morgan and Clark",Tyler Warner MD,bishoprandall@example.com,(984)945-4064,Education,8875,5,Platinum,2024-12-16,2024-09-23,Montserrat,Arkansas,East Jessica,8921609,5
2557,"Wilson, Nguyen and Smith",Randy Wolfe,ncarlson@example.net,(541)898-9320x989,Government,5309,5,Gold,2023-08-19,2023-06-20,Italy,Idaho,Marquezborough,7623936,8
2558,Carney Group,Kimberly Hudson,mhorton@example.net,626.921.7882x9314,Government,9935,3,Platinum,2024-12-04,2024-03-14,Uruguay,Kansas,West Jocelyn,3157588,7
2559,Campbell LLC,Sandra Weber,emily28@example.org,590.798.8025,Healthcare,4093,3,Gold,2023-11-20,2024-07-02,Bolivia,Georgia,Kevinfort,8203785,9
2560,Burton-Mcintyre,Hunter Stewart,mackenzie05@example.net,(484)630-4434,Education,4355,3,Silver,2023-04-26,2023-06-16,France,Oklahoma,West Rebeccabury,4239947,2
2561,"Snow, Nichols and Phillips",John Copeland,ubowman@example.net,001-645-783-8521,Education,5480,4,Platinum,2023-12-27,2023-01-18,China,Wyoming,Juanland,1898323,5
2562,White Inc,Zachary Fox,blackburnpatricia@example.org,778-287-8441,Finance,6589,5,Silver,2024-02-11,2024-11-01,Wallis and Futuna,Washington,South Johnmouth,3243117,10
2563,"Bennett, Hammond and Cook",Michael Allen,kylecurry@example.net,+1-508-617-2755x2589,Healthcare,5639,5,Platinum,2023-05-14,2023-06-17,Kiribati,Maine,Lake Christopherville,3132314,2
2564,Knight Inc,John Ramos,ljordan@example.net,+1-520-621-5442x3899,Manufacturing,7289,3,Gold,2024-08-25,2023-12-06,Afghanistan,Florida,Penaside,376116,7
2565,"Martinez, Acosta and Burke",Jeremiah Garcia,jessica52@example.org,8455142469,Education,1584,1,Platinum,2023-07-18,2023-03-07,Equatorial Guinea,Pennsylvania,Paulside,9103569,2
2566,"Zamora, Martinez and Chan",Leslie Morrow,monique69@example.com,211-572-3466,Retail,109,5,Bronze,2023-03-31,2024-09-11,Lithuania,Connecticut,Daviston,3975926,7
2567,Shaffer and Sons,Joann Hernandez,walkerdustin@example.net,+1-371-771-8560x67148,Manufacturing,3823,2,Bronze,2024-05-26,2023-01-22,Latvia,Utah,Port Maria,6184300,6
2568,"Lee, Chang and Hurst",Chris Miller,gutierrezbrittany@example.org,596-336-5088x290,Technology,9037,4,Bronze,2024-10-11,2024-03-16,Mozambique,Tennessee,South Peterfurt,7373442,6
2569,"Davidson, Wilkinson and Diaz",Darlene Bernard,james10@example.net,7423985658,Healthcare,7765,5,Platinum,2024-08-14,2023-12-24,Taiwan,Kentucky,Aliceland,4839407,4
2570,Morse and Sons,William Gross,michael99@example.org,846.262.1678x5557,Finance,8275,4,Bronze,2023-11-27,2023-06-05,New Caledonia,Alabama,New Peter,664463,9
2571,Davis LLC,Jaclyn Conner PhD,powellmary@example.com,+1-496-531-8871x879,Finance,1860,5,Platinum,2024-12-05,2023-01-15,Montenegro,Mississippi,Bullockmouth,379292,6
2572,Gordon-Evans,Matthew Garcia,mikecook@example.com,280.491.5884,Retail,9676,1,Bronze,2023-07-07,2024-06-13,Botswana,Wyoming,New Stevenburgh,9958036,4
2573,"Long, Moore and Castro",Tonya Baldwin,bradybetty@example.org,532.760.8082x872,Education,5416,4,Platinum,2023-09-26,2024-05-08,Jamaica,West Virginia,North David,6471193,4
2574,Goodwin-Rogers,Adam Camacho,russellmelinda@example.net,+1-941-565-1163x99319,Manufacturing,3719,1,Platinum,2024-01-07,2023-06-26,Liberia,New York,Schwartzport,3235408,6
2575,"Macias, Valdez and Carroll",Kevin Young,xcallahan@example.com,+1-545-897-4145x187,Finance,1767,3,Gold,2024-08-07,2024-10-26,French Guiana,Michigan,North Eric,1878996,4
2576,Mcdowell-Hernandez,Jason Gonzalez,henrybrown@example.net,+1-973-653-9411x7371,Finance,8548,4,Gold,2024-02-06,2024-04-19,Tanzania,Oklahoma,Thomasview,3370556,4
2577,Floyd Group,Joseph Ross,brownjacob@example.com,2742339899,Education,5665,1,Gold,2024-07-19,2024-06-15,Bhutan,Mississippi,Smithfurt,2240256,9
2578,Rivera and Sons,Pamela Gray,brandonsantiago@example.org,001-860-564-1668x1357,Government,1182,1,Platinum,2024-07-28,2023-05-05,Vanuatu,Delaware,Port Christopher,6930776,1
2579,"Herrera, Evans and Lamb",Joseph Barber,vlewis@example.net,277-726-7950x3558,Healthcare,3205,2,Gold,2023-09-01,2023-09-11,Lesotho,Texas,Kathleenside,8245126,7
2580,"Wallace, Williams and White",Caitlin Ramirez,elizabeth90@example.org,001-937-702-4024x187,Retail,2504,5,Platinum,2024-02-12,2023-11-14,Sierra Leone,Utah,West Sarahland,7339669,10
2581,Hawkins-Wolfe,Jackson Holland,craig11@example.net,001-442-352-6405x17958,Retail,1668,6,Platinum,2023-09-25,2023-09-19,Uruguay,Connecticut,Robertaberg,962948,10
2582,Hood-Levy,Ashley Mccormick,ahood@example.com,400-472-0322x5857,Retail,5252,6,Platinum,2023-03-17,2023-03-26,Latvia,North Dakota,Nathanport,8952530,7
2583,"Williams, Hodges and Gardner",Michele Johnson,david16@example.net,001-921-377-6797,Education,5399,5,Silver,2023-01-24,2024-05-08,Hong Kong,Delaware,Jimenezview,5229599,5
2584,Walter-Miller,Maria Ayala,robinsonjames@example.net,001-287-333-9115x843,Healthcare,1040,2,Gold,2024-12-20,2023-12-15,France,Idaho,South Joseph,9894082,10
2585,Murphy LLC,Donna Lawrence,andrew04@example.net,+1-380-474-4880,Education,6936,2,Platinum,2024-12-09,2024-04-04,India,Idaho,Port Logan,5102802,3
2586,Luna-Cherry,Christopher Carey,scotttammy@example.org,001-704-306-3886x98475,Retail,6462,3,Platinum,2023-03-22,2023-01-16,Saudi Arabia,Illinois,Josephview,519493,7
2587,Smith and Sons,Justin Arias,imassey@example.com,+1-971-521-0698x357,Retail,7191,5,Silver,2024-04-03,2023-03-03,Timor-Leste,South Dakota,Williamsbury,5007531,6
2588,Atkinson-Smith,Anthony Moore,emilymyers@example.com,+1-838-773-3417x20504,Education,8961,3,Platinum,2023-10-14,2024-06-29,Honduras,Georgia,Garcialand,2374683,5
2589,Rodriguez Ltd,Gregory Griffin,patriciamathews@example.net,(403)275-2335x549,Retail,6236,4,Gold,2023-01-26,2024-03-18,Congo,South Dakota,Kevinchester,6312059,10
2590,Fischer and Sons,Jason Mooney,cynthiaflores@example.net,351.542.3704x85513,Retail,4202,2,Platinum,2023-10-05,2024-09-22,Belarus,Illinois,Hayleyside,9351366,5
2591,Snyder-Owens,Allison Martin,qmckenzie@example.net,+1-289-700-1118x195,Healthcare,8878,3,Silver,2024-06-10,2023-02-01,Cape Verde,Connecticut,South Barbaraton,8589213,8
2592,Matthews-Tran,Zachary Phillips,esanchez@example.net,+1-537-828-3009x3063,Manufacturing,1718,4,Bronze,2023-04-23,2023-04-17,Slovakia (Slovak Republic),Louisiana,Lake Laurie,8036195,9
2593,"White, Mcdonald and Pace",Paige Neal,padillaangela@example.org,(255)512-1383,Healthcare,3190,2,Gold,2023-11-12,2023-05-07,Trinidad and Tobago,Kentucky,West Alex,668609,2
2594,Ramirez-Jackson,Diane Green,mallen@example.org,767.807.6280,Technology,5605,2,Gold,2024-12-05,2023-08-17,Monaco,South Dakota,Tylermouth,1925529,1
2595,Thomas LLC,Kristin Herrera,enielsen@example.net,881.816.4902x4838,Finance,3160,6,Platinum,2024-10-20,2023-12-11,Turkey,Montana,North Sean,9197097,8
2596,Owens LLC,Madison Rodriguez,emilymontgomery@example.org,933-686-0792,Education,2268,2,Silver,2023-04-09,2023-07-16,Honduras,Tennessee,New Richard,3379531,10
2597,"Taylor, Jenkins and Garcia",Dr. James Faulkner,whitekeith@example.org,898-944-9679x48471,Finance,6354,5,Gold,2024-07-11,2023-09-22,Japan,Maryland,Port Tiffany,426130,10
2598,"Gordon, Goodwin and Pierce",Anthony Gray,brian33@example.net,001-656-726-4085x9551,Education,2274,6,Silver,2024-02-14,2023-10-04,Antigua and Barbuda,West Virginia,Christinechester,867855,6
2599,Cruz Inc,Leslie Ellis,carlsonpeter@example.net,+1-231-448-1247x95605,Government,768,4,Gold,2023-02-16,2023-11-27,Burundi,Alaska,West Deborah,2000407,10
2600,Bell Group,Dale French,angelasimon@example.net,6533625665,Retail,898,1,Bronze,2023-12-16,2024-07-27,Lebanon,Ohio,Lake Daniel,1894216,8
2601,Hill-Bates,Leah Hamilton,imcdonald@example.com,950.371.2972x588,Healthcare,2246,6,Silver,2024-12-16,2024-01-11,Guinea,Kentucky,Lake Zachary,9833825,1
2602,Wood Group,Ryan Blevins,elizabeth05@example.org,748-939-1730x086,Retail,7613,5,Platinum,2024-07-25,2023-07-23,Senegal,Massachusetts,Kingberg,9763259,5
2603,Hernandez LLC,Sandra Fisher,ashleybrady@example.org,6737937073,Government,6860,4,Gold,2024-01-26,2024-12-18,Pakistan,Oregon,Lake Brianshire,8112977,5
2604,"Garza, Alexander and West",Katherine Brown,micheal16@example.com,(904)934-4846x611,Technology,6684,2,Silver,2023-02-10,2024-07-24,Malawi,Georgia,East Hannahburgh,841266,3
2605,"Snyder, Santana and Rosales",George White,lawrencephillips@example.org,952-829-3011,Retail,5938,1,Gold,2023-09-12,2023-02-13,Tonga,Oklahoma,Josephland,2449060,5
2606,"Kelley, Hamilton and Jacobson",Ashley Meadows,dariuslewis@example.com,6148389204,Healthcare,5233,5,Gold,2023-04-04,2024-07-26,Benin,Arkansas,South Melissashire,2919192,1
2607,Mendoza-Bell,Steven Hayden DVM,obrooks@example.org,+1-656-757-3294x6012,Healthcare,9681,4,Silver,2023-06-15,2024-03-23,Luxembourg,Washington,South Brenda,8135166,1
2608,Joyce-Dawson,Judy Smith,pallen@example.net,581.869.7507,Government,5665,3,Bronze,2024-04-04,2024-09-07,French Southern Territories,Montana,Schneiderberg,2431726,9
2609,"Stevens, Peterson and Walker",Robert Deleon,dbrown@example.org,869-882-9976x99714,Government,3230,2,Platinum,2023-12-04,2024-12-03,Wallis and Futuna,Alaska,Miguelton,9234304,4
2610,Frost-Hill,Robert Spencer,marcus44@example.com,001-328-497-0926,Manufacturing,1489,1,Gold,2024-02-13,2024-01-26,Cyprus,Indiana,Port Brittney,7452317,9
2611,"Hughes, Erickson and Serrano",Lindsay Keller,luislong@example.org,2809000381,Finance,1810,2,Platinum,2024-04-21,2023-02-04,Svalbard & Jan Mayen Islands,South Carolina,North Jeffreyberg,8931784,1
2612,Contreras-Thomas,Lisa Farmer,karen46@example.org,(869)564-0763,Manufacturing,1443,5,Platinum,2024-09-25,2023-07-06,Saint Barthelemy,Mississippi,Kaylafort,303541,7
2613,Welch PLC,Eric Ramos,brittanymills@example.net,001-579-301-1762x15887,Finance,5258,6,Bronze,2024-04-26,2023-06-19,Egypt,Connecticut,Dennisstad,2939977,6
2614,Malone and Sons,Mark Davis,vsolomon@example.com,+1-693-291-9001x128,Government,1622,6,Platinum,2023-04-13,2023-06-12,Romania,Kentucky,Ramseyfort,9732462,6
2615,Duran PLC,Teresa Everett,patelmary@example.com,215.642.3829x19698,Retail,1174,5,Bronze,2023-12-20,2024-08-24,Pakistan,Alaska,West Cassieshire,7908232,8
2616,Chan LLC,Courtney Soto,tiffany82@example.org,438.291.4550x564,Healthcare,4593,3,Platinum,2023-08-11,2024-07-11,Mali,West Virginia,Beverlystad,2519688,6
2617,Mayer Ltd,Tiffany Mitchell,heatherfloyd@example.net,3425584329,Manufacturing,7848,5,Bronze,2023-12-17,2023-04-09,Falkland Islands (Malvinas),Kentucky,West Kathleenbury,3256007,3
2618,Stone-Phelps,Rachel Flores,anthonysmith@example.net,+1-798-975-8525x72492,Education,4349,1,Bronze,2024-07-05,2023-10-16,Jamaica,Kentucky,Austinville,6959778,5
2619,Ortega-Ball,Jodi Miller,chad51@example.net,3514775786,Healthcare,6113,6,Platinum,2023-10-04,2023-04-27,New Zealand,Arkansas,North Nancychester,4134440,3
2620,Hughes and Sons,Jeffrey Hamilton,walterbruce@example.net,+1-531-368-8978x0332,Education,5020,5,Gold,2024-01-25,2023-07-06,Slovakia (Slovak Republic),Oregon,Port Stephaniefort,715130,6
2621,"Gibbs, Lewis and House",Mr. Earl Salas,rodriguezchristine@example.com,372.244.1113x97303,Finance,1600,5,Platinum,2024-07-07,2023-03-03,Georgia,West Virginia,Toddville,258210,8
2622,"Mckee, Baker and Pacheco",Morgan Morales,daniellopez@example.org,+1-722-544-2951,Retail,4879,1,Bronze,2024-07-23,2023-05-09,Antarctica (the territory South of 60 deg S),Rhode Island,Edwardsfurt,536917,7
2623,Montes-Vazquez,Cindy Gilmore,daniellewise@example.net,(437)274-0194x22852,Finance,3298,2,Bronze,2024-04-09,2023-10-11,China,Iowa,West Anthonyview,7474919,9
2624,Hahn Group,Patrick Ford,jessicacampbell@example.net,326-974-9988x35199,Education,4055,4,Platinum,2023-10-24,2023-11-09,Heard Island and McDonald Islands,Rhode Island,Port Stephen,2784376,5
2625,Cole-Campbell,Sandra Bailey,cmcintyre@example.net,001-860-948-9940x18514,Healthcare,6457,5,Gold,2023-08-20,2023-03-05,New Caledonia,Texas,Lake Maryport,3416165,2
2626,"Reyes, Ruiz and Morris",Daniel Tate,penningtoncheryl@example.net,001-288-329-5637x97367,Retail,6734,2,Silver,2023-05-29,2023-07-12,Bosnia and Herzegovina,Connecticut,West John,4640290,1
2627,Macias-Nelson,Ryan Mercado,kirkmelissa@example.net,825-396-6795,Technology,3476,5,Silver,2024-06-05,2023-06-25,Barbados,Pennsylvania,Port Richard,3737056,4
2628,"Cook, Freeman and Potter",Jonathan Christensen,yhiggins@example.org,(376)251-4924,Technology,9439,4,Bronze,2023-01-15,2023-07-18,Malaysia,California,South Richard,2517839,1
