lead_id,campaign_id,audience_id,first_name,last_name,email,phone,company,job_title,industry,company_size,lead_source,lead_score,status,created_date,last_activity,converted_date,country,state,city,utm_source,utm_medium,utm_campaign
6775,13,5,Tracy,Holland,melanie15@example.org,(673)620-8713,Garcia Inc,"Engineer, electronics",Retail,9882,SEO,78,New,2024-05-06,2024-08-23,2024-04-10,Philippines,Kansas,Kyleton,seo,referral,email_campaign_13
6776,33,7,Christopher,Diaz,floresangela@example.org,7148279251,Myers Group,Surgeon,Finance,8970,Display,16,Qualified,2024-07-25,2024-10-23,,Luxembourg,Michigan,Dustinborough,display,organic,direct_mail_campaign_33
6777,49,2,Robin,Hampton,roseheather@example.net,001-486-434-6905x1135,Avila-Green,Software engineer,Retail,4590,Display,43,Contacted,2024-12-19,2024-12-28,,Denmark,Pennsylvania,Marthamouth,display,organic,content_marketing_campaign_49
6778,41,7,Jeffrey,Thomas,kristengonzalez@example.org,9133727104,"Jones, Weiss and Freeman",Secretary/administrator,Education,2087,Events,52,Qualified,2024-05-05,2024-10-05,,Mexico,Delaware,Phamfort,events,paid,display_campaign_41
6779,26,7,Richard,Reid,rramirez@example.org,8238381134,Wilson-Thomas,Glass blower/designer,Education,9136,SEO,2,Qualified,2023-09-20,2023-10-11,,Samoa,New Hampshire,Burkeside,seo,organic,events_campaign_26
6780,17,2,Anthony,Hamilton,candice91@example.com,730-873-4555x778,"Booker, Blair and Taylor",Prison officer,Government,8006,Events,56,Contacted,2024-02-21,2023-09-27,,Malaysia,Pennsylvania,East Alexander,events,paid,webinars_campaign_17
6781,13,5,Lindsey,Fitzgerald,laura89@example.com,4644180014,"Abbott, Harris and Todd",Clinical biochemist,Technology,717,SEO,61,New,2024-04-20,2024-09-20,,Iran,Iowa,South Jennifershire,seo,organic,email_campaign_13
6782,15,2,Kimberly,Franklin,sandovalgabrielle@example.net,001-516-444-6855x0668,Roberts Inc,Event organiser,Technology,5985,Paid Search,44,Qualified,2023-09-17,2023-11-05,,Holy See (Vatican City State),Maine,Jennifertown,paid_search,paid,events_campaign_15
6783,18,7,Derek,Rowe,hernandezgreg@example.com,230-265-4914,Paul LLC,"Lecturer, higher education",Government,7141,Webinars,38,Converted,2024-11-19,2024-12-11,,Chile,Maine,West Amy,webinars,email,email_campaign_18
6784,12,4,Cynthia,Pearson,jeremy06@example.com,564-361-2670x84042,Gutierrez-Flowers,Clinical psychologist,Government,22,Events,3,Disqualified,2023-12-24,2024-06-16,,Norfolk Island,Nevada,Steinville,events,social,seo_campaign_12
6785,31,3,Charles,Kennedy,jim13@example.org,+1-713-538-1086x317,"Whitney, Simmons and Hess",Armed forces technical officer,Healthcare,9270,Paid Search,90,Converted,2024-02-08,2024-11-27,,Montenegro,Ohio,Garciashire,paid_search,social,events_campaign_31
6786,5,5,Adam,West,lindsaywalker@example.org,584-570-1981x5134,Joseph Ltd,Glass blower/designer,Government,4735,Influencer,14,Qualified,2024-08-17,2024-09-13,,Isle of Man,South Carolina,New Christopherville,influencer,email,social_media_campaign_5
6787,19,5,David,Andrade,michael27@example.net,001-419-731-9056x08468,Henderson Inc,Hydrologist,Manufacturing,2799,Influencer,42,Contacted,2024-05-15,2024-09-25,2024-09-05,Anguilla,Delaware,Port Anthony,influencer,paid,direct_mail_campaign_19
6788,45,1,Christopher,Hughes,emilyglenn@example.org,364.532.9667,Gonzalez-Greene,Software engineer,Government,4247,Direct Mail,15,New,2023-12-05,2024-07-31,,Haiti,Arizona,Lake Joshuafort,direct_mail,organic,influencer_campaign_45
6789,39,3,Nicole,Edwards,lindamadden@example.com,001-465-428-2278x4317,"Jones, Banks and Lopez",Technical sales engineer,Healthcare,3136,Content Marketing,22,Converted,2024-01-13,2024-07-03,,Sri Lanka,Rhode Island,West Elizabeth,content_marketing,paid,email_campaign_39
6790,35,3,David,Meyer,zwilliams@example.com,+1-618-963-6478x38938,"Alexander, Morse and Murphy",Herpetologist,Government,7475,Events,46,Disqualified,2024-09-24,2024-11-03,,Rwanda,North Dakota,West Chris,events,social,webinars_campaign_35
6791,9,5,Bruce,White,monicadavis@example.org,(983)464-7402x3128,Cook PLC,Dealer,Healthcare,6201,Webinars,93,Contacted,2024-03-25,2023-11-26,,France,Colorado,West Sharon,webinars,social,content_marketing_campaign_9
6792,43,6,Lynn,Newman,johnsonjonathan@example.net,4156426292,Juarez LLC,Interior and spatial designer,Technology,8658,Social Media,48,Disqualified,2023-10-17,2024-05-08,,Isle of Man,Massachusetts,South Katherinefurt,social_media,referral,seo_campaign_43
6793,20,1,Andrew,Roberts,emilyandrews@example.org,+1-581-324-7463x570,Randolph Ltd,"Designer, graphic",Retail,401,Influencer,20,Qualified,2024-07-11,2024-10-14,,Italy,Missouri,Lake Darryltown,influencer,referral,events_campaign_20
6794,14,3,Connie,Andrade,eric56@example.com,852.270.7003x034,Crawford Inc,Metallurgist,Education,6431,Social Media,45,Contacted,2024-02-20,2024-01-16,,Myanmar,Vermont,Port Jessica,social_media,paid,social_media_campaign_14
6795,44,7,Lorraine,Salinas,lisasullivan@example.org,+1-473-814-2397x3919,Sheppard Group,Comptroller,Healthcare,2341,Influencer,24,Contacted,2024-04-27,2023-12-01,2024-02-14,Burkina Faso,Virginia,Lisaberg,influencer,paid,content_marketing_campaign_44
6796,38,7,Ryan,Norton,sheila32@example.com,667-870-1698x61618,Fischer and Sons,Warden/ranger,Manufacturing,2245,Direct Mail,21,New,2023-11-18,2024-02-15,,Kazakhstan,Kentucky,South Laura,direct_mail,social,seo_campaign_38
6797,37,3,James,Clark,nicholasguzman@example.org,532.723.1584x06718,May-Orozco,Textile designer,Manufacturing,4525,Events,47,New,2024-11-15,2024-10-20,,Sudan,Nevada,Port Christopher,events,social,direct_mail_campaign_37
6798,42,1,Holly,Summers,vincentnelson@example.net,619.661.1176x281,Collins Ltd,"Surveyor, minerals",Education,7975,Direct Mail,80,Converted,2024-05-21,2024-07-27,,Andorra,Pennsylvania,Davidborough,direct_mail,social,direct_mail_campaign_42
6799,28,1,Albert,Wiley,barry76@example.com,772.923.1719,Thomas-Barnes,"Clinical scientist, histocompatibility and immunogenetics",Finance,1783,Display,66,Disqualified,2024-12-19,2024-12-21,,Lithuania,Nevada,Lake Keith,display,social,influencer_campaign_28
6800,11,2,Kristen,Velazquez,michael25@example.net,(758)684-3705x978,"Campos, Thompson and Delgado",Aid worker,Finance,47,Events,80,Qualified,2024-08-17,2024-12-12,,Ghana,Illinois,North Jacqueline,events,social,paid_search_campaign_11
6801,27,1,Andrew,Glass,flemingjoshua@example.org,3395388918,Snow Ltd,"Administrator, local government",Government,5231,SEO,45,Contacted,2024-09-04,2024-05-12,,Hong Kong,Wyoming,Garzaside,seo,paid,webinars_campaign_27
6802,39,3,Erica,Jennings,nicolemolina@example.com,+1-273-993-5157,Rodriguez LLC,Public librarian,Government,7212,Content Marketing,2,Nurturing,2023-06-26,2024-04-09,,Algeria,Hawaii,East Christina,content_marketing,referral,email_campaign_39
6803,5,5,Erin,Rojas,ramireztina@example.org,504-438-0060x892,Marsh PLC,"Teacher, English as a foreign language",Government,266,Influencer,94,Contacted,2024-09-10,2024-11-18,,Cocos (Keeling) Islands,Hawaii,Jacksonborough,influencer,paid,social_media_campaign_5
6804,46,6,Andrew,Lee,thompsontamara@example.com,(434)724-6140,Kemp-Green,Operational researcher,Finance,6783,Social Media,26,Qualified,2023-07-23,2024-08-10,,Guadeloupe,New Jersey,Lake Amandamouth,social_media,referral,display_campaign_46
6805,28,1,Charles,Sanchez,timothy65@example.com,538-475-9172,Cohen-Roberson,Copy,Retail,4581,Display,46,Converted,2024-12-19,2024-12-25,,Palau,Vermont,North Dustinfurt,display,paid,influencer_campaign_28
6806,24,6,Nicholas,Trujillo,gsalinas@example.com,(245)828-7434x72900,"Smith, Leblanc and Robinson","Scientist, audiological",Technology,6562,SEO,96,Converted,2024-01-14,2024-04-12,,Turks and Caicos Islands,California,East Brianfurt,seo,paid,email_campaign_24
6807,21,1,Debra,Martinez,heatherduncan@example.com,6813875257,Cruz PLC,"Accountant, chartered public finance",Healthcare,8805,Influencer,38,New,2023-11-10,2024-11-05,,Saint Pierre and Miquelon,Florida,South Kevin,influencer,social,content_marketing_campaign_21
6808,39,3,Monica,Rowe,xdawson@example.com,6537267699,Smith PLC,Systems developer,Manufacturing,5710,Content Marketing,91,Contacted,2023-08-07,2024-07-06,,Jamaica,Mississippi,Weeksfort,content_marketing,paid,email_campaign_39
6809,43,6,Anna,Chen,kelly05@example.org,(918)370-3557,"Sutton, Proctor and Miller","Scientist, marine",Education,1468,Social Media,85,New,2023-10-04,2023-10-21,,Czech Republic,Kentucky,East Ryanmouth,social_media,social,seo_campaign_43
6810,41,7,Cheryl,Garcia,zcoleman@example.org,399.324.3208,"Johnson, Rodriguez and Williams",Barrister's clerk,Retail,445,Events,44,Nurturing,2024-06-20,2024-08-08,,Greenland,Missouri,Bradleyburgh,events,email,display_campaign_41
6811,40,2,William,Turner,kevin15@example.org,(508)895-8380x10428,"Gilmore, Larson and Valdez",Magazine features editor,Education,5496,Email,60,Contacted,2023-03-02,2024-11-30,,New Caledonia,Massachusetts,South Patrick,email,social,webinars_campaign_40
6812,24,6,Kristen,Collins,robert05@example.com,(866)524-1074x63170,Robinson-Blackwell,Careers adviser,Retail,4079,SEO,55,New,2024-08-05,2023-12-01,,Andorra,Louisiana,Reynoldsshire,seo,paid,email_campaign_24
6813,35,3,Leonard,Dickerson,kaufmanbarbara@example.com,293-236-3035x2580,Gamble Group,Academic librarian,Technology,3111,Events,9,Contacted,2024-09-09,2024-10-14,2024-10-07,Georgia,Maine,Ethanstad,events,social,webinars_campaign_35
6814,20,1,Erin,Torres,qdean@example.org,+1-682-553-2547x0092,"Rivas, Nielsen and Williams",Ecologist,Manufacturing,728,Influencer,60,Contacted,2024-07-05,2024-09-04,,Bouvet Island (Bouvetoya),Arizona,Port Eric,influencer,referral,events_campaign_20
6815,4,7,Marvin,Brewer,richard72@example.org,001-790-570-2416x764,Graham-Valdez,Broadcast engineer,Education,8853,Email,12,Disqualified,2024-10-18,2024-10-08,,China,Mississippi,East Tracy,email,email,social_media_campaign_4
6816,10,7,Ruben,Blake,katherine99@example.org,001-985-248-6200x4832,Ramirez-Henderson,Software engineer,Retail,5458,Social Media,36,Contacted,2023-03-16,2023-11-09,,Albania,Georgia,West Tina,social_media,referral,email_campaign_10
6817,40,2,Jonathan,Fitzgerald,cassandrariley@example.net,396-912-9543x580,Martin Ltd,Speech and language therapist,Retail,8615,Email,55,Contacted,2023-03-10,2023-08-28,2023-11-20,Papua New Guinea,Massachusetts,West Devinbury,email,referral,webinars_campaign_40
6818,22,5,Nathaniel,Roman,ilara@example.net,(595)649-0994x93663,"Brock, Campbell and Nielsen",Immigration officer,Retail,6511,Display,92,Disqualified,2024-04-28,2024-06-16,,Germany,Indiana,Armstrongchester,display,email,seo_campaign_22
6819,9,5,John,Rodriguez,tiffanyleblanc@example.com,5482715593,Brown-Davis,"Radiographer, diagnostic",Finance,7703,Webinars,41,Contacted,2024-04-12,2023-12-06,,Bermuda,Ohio,North Reneehaven,webinars,social,content_marketing_campaign_9
6820,24,6,Jill,Peck,doughertythomas@example.net,+1-807-959-3708x0644,Roach Ltd,"Teacher, music",Retail,3453,SEO,77,Disqualified,2024-09-27,2024-04-20,,Korea,Delaware,South Victoriafort,seo,organic,email_campaign_24
6821,31,3,William,Hoffman,kellypaul@example.net,5364067829,Herrera-Guzman,Fast food restaurant manager,Education,3559,Paid Search,77,Nurturing,2023-12-12,2023-12-14,,Cote d'Ivoire,Wyoming,South Earl,paid_search,email,events_campaign_31
6822,26,7,Tricia,Johnson,lewiskyle@example.com,+1-424-871-7325x590,"Huff, Palmer and Brown",Administrator,Government,6572,SEO,34,Contacted,2024-02-01,2024-01-19,,Iraq,Idaho,New Jacqueline,seo,social,events_campaign_26
6823,32,4,Curtis,Spence,gpreston@example.com,+1-920-739-9607,Cohen and Sons,Garment/textile technologist,Manufacturing,435,Influencer,30,Disqualified,2023-05-02,2023-05-16,,Syrian Arab Republic,Hawaii,Santiagomouth,influencer,organic,events_campaign_32
6824,28,1,Danny,Thompson,amcdowell@example.com,859.218.4523,"Day, Lopez and Kidd",Product/process development scientist,Education,5694,Display,64,Disqualified,2024-12-19,2024-12-23,,Bermuda,Nevada,North Miguel,display,organic,influencer_campaign_28
6825,17,2,Sean,Reese,aaron86@example.com,001-628-446-4198x389,"Novak, Rose and Greene",Call centre manager,Healthcare,7047,Events,28,Qualified,2023-09-09,2023-12-16,,Singapore,Washington,South Adrianview,events,referral,webinars_campaign_17
6826,25,2,Jonathan,Hancock,linda44@example.org,(799)859-0546,Larsen-Cole,Estate agent,Healthcare,2038,Direct Mail,59,Nurturing,2024-12-12,2024-12-25,,Qatar,Nevada,Michaelbury,direct_mail,social,paid_search_campaign_25
6827,32,4,Daniel,Roberts,john47@example.com,2566838654,"Brown, Bennett and Roberts","Administrator, education",Retail,4736,Influencer,82,Converted,2023-04-08,2024-08-03,,United Arab Emirates,Louisiana,East Phyllis,influencer,paid,events_campaign_32
6828,18,7,Nicole,Johnson,markspencer@example.net,765-312-6067x0725,"Gonzalez, Estrada and Lopez",General practice doctor,Manufacturing,5029,Webinars,75,Contacted,2024-11-08,2024-12-03,2024-12-17,Qatar,Maryland,Mauricechester,webinars,paid,email_campaign_18
6829,4,7,Daniel,Campbell,laura93@example.net,217.815.6438,Mendoza-Spencer,Midwife,Healthcare,1789,Email,27,Contacted,2024-10-23,2024-12-27,,North Macedonia,Texas,Lake Ann,email,paid,social_media_campaign_4
6830,23,5,Victoria,Norris,lorialexander@example.com,+1-629-507-2726,"Gardner, Anderson and Giles",Orthoptist,Technology,9964,Webinars,55,Nurturing,2024-12-17,2024-12-30,,Netherlands Antilles,California,Lake Stephanie,webinars,social,events_campaign_23
6831,6,3,David,Burns,ganderson@example.net,(357)593-4519x6133,Brown-Jackson,Solicitor,Healthcare,7196,SEO,27,Converted,2024-07-28,2024-09-30,2024-09-23,Czech Republic,Ohio,East Destiny,seo,organic,email_campaign_6
6832,31,3,Marie,Schmidt,wklein@example.org,740.263.6181,Reyes PLC,"Production assistant, television",Government,1926,Paid Search,17,Converted,2023-11-24,2024-11-07,,Iraq,New Mexico,Port Christopherhaven,paid_search,paid,events_campaign_31
6833,2,4,Jasmine,Jensen,garrettwilliam@example.net,(647)396-8034x360,"Leach, Carrillo and Potts",Operational investment banker,Education,8407,Direct Mail,47,Qualified,2024-08-17,2024-06-21,2024-12-16,Albania,Oklahoma,Longburgh,direct_mail,organic,webinars_campaign_2
6834,24,6,Nichole,Trevino,ortizthomas@example.com,774.780.0506x36228,Mccoy-Adams,"Engineer, maintenance (IT)",Finance,1003,SEO,66,Converted,2023-09-11,2023-09-07,2024-01-29,Grenada,New York,Darrellburgh,seo,paid,email_campaign_24
6835,19,5,David,Perez,youngdonna@example.com,001-504-742-1804x07016,"Taylor, Harris and Bauer","Nurse, mental health",Education,3005,Influencer,34,Qualified,2024-05-22,2024-12-17,,Honduras,Ohio,Madelineside,influencer,email,direct_mail_campaign_19
6836,48,7,Cassandra,Cooke,hrhodes@example.net,001-983-321-0664,"Ellison, Lewis and Roy",Biomedical engineer,Finance,8283,Social Media,81,Qualified,2023-11-05,2023-11-08,,Thailand,California,Port Jonathanport,social_media,organic,seo_campaign_48
6837,41,7,Michele,Schultz,walkerbianca@example.org,001-540-908-8822,Moore-Ball,Secondary school teacher,Manufacturing,7296,Events,3,New,2024-07-23,2024-12-24,,Germany,Illinois,New Wendy,events,social,display_campaign_41
6838,15,2,Joshua,Clark,michaelsandoval@example.org,001-949-428-5885x65660,Parker Inc,Animal technologist,Healthcare,2387,Paid Search,48,Nurturing,2023-08-03,2023-12-14,,Kiribati,South Dakota,Cherylmouth,paid_search,email,events_campaign_15
6839,4,7,Brianna,Campbell,theresa46@example.org,(600)428-9254,Robinson Inc,Immunologist,Retail,7010,Email,69,Qualified,2024-11-04,2024-11-23,,Iceland,Louisiana,Lake Michael,email,organic,social_media_campaign_4
6840,8,5,Bryan,Martin,whitneybennett@example.com,3437217844,"Campbell, Mendoza and Patterson",Press photographer,Manufacturing,1555,Influencer,63,Converted,2023-11-27,2024-04-30,,Botswana,Arizona,West David,influencer,social,direct_mail_campaign_8
6841,32,4,Nathan,Ramirez,hannah08@example.com,(462)882-1838,Jenkins-Perry,Building surveyor,Government,9317,Influencer,73,Disqualified,2023-04-23,2024-07-12,,Panama,Hawaii,West Kristinville,influencer,social,events_campaign_32
6842,47,4,Tracy,Smith,julieray@example.org,432-690-3581,Mcfarland-Washington,Dentist,Manufacturing,4162,Influencer,53,Qualified,2024-04-12,2024-12-29,2024-02-01,Marshall Islands,Connecticut,New Gabrielle,influencer,social,content_marketing_campaign_47
6843,17,2,Lynn,Pacheco,paul01@example.org,(476)705-3319x77515,"Ford, Lang and Green",Quantity surveyor,Government,8321,Events,85,Disqualified,2023-09-21,2024-08-21,2023-11-12,British Indian Ocean Territory (Chagos Archipelago),Maine,Desireeside,events,social,webinars_campaign_17
6844,4,7,Madison,Porter,rleonard@example.org,962.251.6309x72916,Herrera-Walker,Ranger/warden,Technology,8336,Email,75,Qualified,2024-09-26,2024-10-31,,South Africa,Pennsylvania,Port John,email,organic,social_media_campaign_4
6845,48,7,Luis,Smith,troy17@example.com,221.638.6499,"Garcia, Spencer and Bailey",Herpetologist,Manufacturing,2267,Social Media,13,Disqualified,2024-03-16,2024-07-23,2024-01-22,Mongolia,South Carolina,Andersonburgh,social_media,paid,seo_campaign_48
6846,50,4,Patrick,Ramirez,xdavis@example.org,215-228-3681x8003,Escobar Group,Public relations officer,Retail,8220,Influencer,21,Contacted,2024-10-04,2024-10-30,,New Zealand,Tennessee,Port Larryhaven,influencer,referral,email_campaign_50
6847,41,7,Stacey,Smith,pbrown@example.org,+1-460-445-3595x09492,Colon and Sons,Podiatrist,Finance,685,Events,45,Qualified,2024-08-10,2024-12-01,,Bermuda,Idaho,Lake Justin,events,referral,display_campaign_41
6848,24,6,Elizabeth,Pearson,rachel69@example.net,001-557-419-6586x98105,"Lawrence, Morgan and Michael","Development worker, international aid",Government,7911,SEO,45,Converted,2024-01-03,2024-12-24,2023-10-23,Armenia,West Virginia,Robynshire,seo,organic,email_campaign_24
6849,30,3,David,Little,ashley22@example.com,719.717.3391x7001,Miller Inc,Textile designer,Government,5050,Influencer,73,Contacted,2024-05-12,2024-07-13,,Uganda,Kansas,Laurenhaven,influencer,referral,paid_search_campaign_30
6850,29,6,Michael,Green,mackenzie24@example.net,726-285-5611x0196,"Jacobs, Madden and Smith","Scientist, product/process development",Government,5901,Influencer,63,New,2023-10-11,2023-10-13,,Bouvet Island (Bouvetoya),Mississippi,West Anthony,influencer,social,seo_campaign_29
6851,39,3,Austin,Lawrence,jameslynn@example.org,620-383-1521x584,Stark-Goodman,Clinical molecular geneticist,Education,2649,Content Marketing,54,Qualified,2023-06-30,2024-11-05,,British Virgin Islands,Vermont,Kyleport,content_marketing,email,email_campaign_39
6852,32,4,Jay,Rice,kathleen46@example.org,410-203-8355x3258,"Huynh, Sanchez and Foster",Rural practice surveyor,Education,641,Influencer,15,Converted,2023-06-30,2023-02-18,,Marshall Islands,North Dakota,Robertsstad,influencer,email,events_campaign_32
6853,46,6,Gregory,Silva,travisallen@example.org,987-850-1557,Brown and Sons,Insurance account manager,Manufacturing,6651,Social Media,7,Qualified,2023-07-25,2024-08-12,2023-09-17,Liechtenstein,West Virginia,West Joseph,social_media,email,display_campaign_46
6854,16,4,Christopher,Greer,dbaker@example.net,2389370410,Rodriguez-Gibson,Chemical engineer,Healthcare,409,Paid Search,83,Qualified,2024-12-08,2024-09-11,,Costa Rica,Georgia,Harrisview,paid_search,email,display_campaign_16
6855,1,2,Christopher,Martinez,powelltravis@example.org,649.802.5812x4912,Johnson Inc,"Surveyor, quantity",Retail,6315,Display,2,Contacted,2024-04-14,2024-05-26,,Colombia,New York,Jonathanton,display,organic,content_marketing_campaign_1
6856,28,1,Amy,Harmon,fitzpatricksamuel@example.net,628-317-8715x61634,Meyer-Odom,Metallurgist,Healthcare,3861,Display,15,Disqualified,2024-12-19,2024-12-22,2024-12-28,Gibraltar,Maryland,East Lauraland,display,paid,influencer_campaign_28
6857,12,4,Daniel,Martinez,xwall@example.net,+1-627-916-0028x47612,"Reynolds, Hernandez and Mcintyre","Sound technician, broadcasting/film/video",Education,6980,Events,96,Disqualified,2024-07-05,2024-04-26,2023-12-11,Yemen,Wyoming,Mcculloughfurt,events,paid,seo_campaign_12
6858,5,5,Lisa,Jensen,daniellemartinez@example.net,212-342-9676,Underwood LLC,Environmental education officer,Finance,8777,Influencer,33,New,2024-09-21,2024-09-26,2024-12-24,Senegal,New York,North Bradleymouth,influencer,referral,social_media_campaign_5
6859,30,3,Joshua,Carroll,arianagarcia@example.org,001-557-631-3206x5888,"Duran, Leon and Carter",Government social research officer,Education,7777,Influencer,43,Qualified,2024-06-24,2024-05-15,,United States Virgin Islands,Maryland,North Lauratown,influencer,referral,paid_search_campaign_30
6860,46,6,Eric,Cross,patriciahorton@example.net,733.569.9160,Gonzalez and Sons,Teaching laboratory technician,Manufacturing,5293,Social Media,66,Qualified,2023-07-23,2023-10-10,,South Africa,New York,Lake Rebeccaview,social_media,social,display_campaign_46
6861,44,7,Rebekah,Johnson,kelly74@example.com,(656)328-6709,Christian-Navarro,"Pharmacist, hospital",Manufacturing,4133,Influencer,50,Contacted,2024-04-18,2024-11-16,,Malaysia,New Mexico,Thomasbury,influencer,referral,content_marketing_campaign_44
6862,49,2,Andrea,Williams,fullerkenneth@example.net,(448)606-0316,Herrera-Williams,Equality and diversity officer,Technology,6516,Display,39,Disqualified,2024-12-16,2024-12-30,,Cameroon,Utah,Andersonfurt,display,referral,content_marketing_campaign_49
6863,11,2,Kayla,Harvey,oliverdaniel@example.com,+1-518-912-3135x168,Wilson LLC,Chartered public finance accountant,Healthcare,307,Events,17,Qualified,2024-07-18,2024-10-26,,Puerto Rico,Mississippi,New James,events,email,paid_search_campaign_11
6864,31,3,Stephen,King,leonwalker@example.net,(257)663-6330,Sexton Ltd,Advertising account planner,Retail,7302,Paid Search,18,Qualified,2024-02-11,2024-09-23,,Cook Islands,New Jersey,Ryanborough,paid_search,organic,events_campaign_31
6865,29,6,Maurice,Watson,audreyreed@example.com,739-284-4914x969,Raymond Inc,Arboriculturist,Education,1858,Influencer,42,Disqualified,2023-10-19,2024-01-22,2024-12-01,Nauru,Oregon,Mullenchester,influencer,organic,seo_campaign_29
6866,2,4,Sara,Dawson,matthew29@example.net,+1-596-874-0699x690,Barnes PLC,Hydrologist,Manufacturing,2335,Direct Mail,10,Qualified,2024-07-06,2024-06-26,,Dominican Republic,Missouri,Clarkborough,direct_mail,email,webinars_campaign_2
6867,46,6,Colleen,Nunez,ojackson@example.org,(411)563-6965,"Russell, Lamb and Garrett",Magazine features editor,Government,835,Social Media,76,New,2023-07-22,2024-08-05,,Romania,Texas,Medinashire,social_media,social,display_campaign_46
6868,5,5,Elizabeth,Graham,tylerbarker@example.net,+1-705-379-8492,Evans-Wyatt,Company secretary,Government,230,Influencer,89,Contacted,2024-09-23,2024-07-01,,Dominican Republic,Arkansas,Port Amychester,influencer,social,social_media_campaign_5
6869,40,2,Garrett,Brown,payneeric@example.com,210.677.0609x88198,"Calderon, Morgan and Schneider",Medical illustrator,Manufacturing,8217,Email,61,Contacted,2023-03-13,2023-08-12,,Western Sahara,New Hampshire,New Lisaton,email,organic,webinars_campaign_40
6870,30,3,James,Todd,tammy71@example.com,001-796-765-8275x28928,Gardner-Huff,Patent examiner,Technology,7040,Influencer,60,Qualified,2024-06-17,2024-07-15,2024-07-24,Sweden,Tennessee,Port Kylieberg,influencer,referral,paid_search_campaign_30
6871,12,4,Denise,Hooper,aliciachang@example.com,2896569470,"Reed, Haney and Butler","Administrator, arts",Healthcare,43,Events,9,Nurturing,2023-11-15,2024-11-12,,Poland,Missouri,Port Alexander,events,social,seo_campaign_12
6872,1,2,Amy,Tran,emmamason@example.org,001-636-852-4339,Mclean-Walls,"Education officer, museum",Retail,4814,Display,65,Contacted,2024-04-11,2024-09-08,,Sri Lanka,Nevada,Taylorchester,display,paid,content_marketing_campaign_1
6873,45,1,Edward,Davis,hannah68@example.org,2278637785,Ramirez and Sons,English as a foreign language teacher,Education,284,Direct Mail,94,Qualified,2024-03-03,2024-04-06,,Honduras,Washington,Matthewburgh,direct_mail,organic,influencer_campaign_45
6874,8,5,Patrick,Houston,pricebrandi@example.net,(637)316-5908,"Zimmerman, Castro and Serrano",Tourist information centre manager,Healthcare,9449,Influencer,81,Disqualified,2023-11-10,2023-12-18,,French Southern Territories,New Jersey,East Lynnberg,influencer,email,direct_mail_campaign_8
6875,29,6,Michael,Brandt,nancy10@example.com,(781)454-8030x2913,Dixon and Sons,Purchasing manager,Manufacturing,9471,Influencer,94,New,2023-10-23,2024-05-14,,Sudan,Wisconsin,Davidview,influencer,paid,seo_campaign_29
6876,1,2,Marcus,Blake,scruz@example.net,622-204-9797x848,Gutierrez Ltd,Sub,Manufacturing,1080,Display,90,New,2024-04-13,2024-06-04,,Saint Kitts and Nevis,Nebraska,East Grant,display,paid,content_marketing_campaign_1
6877,28,1,James,Wood,howematthew@example.com,001-905-542-3861x7939,Smith-Williams,Engineering geologist,Manufacturing,4436,Display,86,Contacted,2024-12-19,2024-12-20,,Australia,Louisiana,Randychester,display,referral,influencer_campaign_28
6878,28,1,Todd,Mitchell,walterspears@example.net,790-887-8224,White-Jones,Television/film/video producer,Healthcare,677,Display,7,Nurturing,2024-12-19,2024-12-30,,Belarus,Alaska,Shariport,display,email,influencer_campaign_28
6879,38,7,Isabella,Allen,rmendoza@example.net,+1-513-205-1046x35191,Reese-Contreras,Dentist,Finance,9763,Direct Mail,54,Qualified,2023-11-25,2024-05-07,,Palestinian Territory,Florida,Hubermouth,direct_mail,email,seo_campaign_38
6880,22,5,Julia,Lee,jonesdawn@example.com,652-205-1326x61998,Campbell-Haynes,Industrial/product designer,Education,3901,Display,56,Disqualified,2023-12-30,2023-09-01,2023-09-29,Mauritius,New York,Port Linda,display,organic,seo_campaign_22
6881,22,5,Susan,Gamble,dana92@example.org,001-464-600-1718,Underwood-Nguyen,Software engineer,Government,379,Display,7,New,2023-11-14,2024-06-19,,Benin,Utah,West Timothy,display,email,seo_campaign_22
6882,27,1,Stephanie,Campbell,williamstimothy@example.net,247-365-0809x3048,Salinas Group,"Therapist, music",Government,4493,SEO,48,Qualified,2024-02-07,2024-07-06,,Hong Kong,Maine,East Angelafort,seo,organic,webinars_campaign_27
6883,44,7,Anthony,Nunez,caitlin82@example.com,4498653549,Wu-Dean,Estate manager/land agent,Retail,5664,Influencer,21,Disqualified,2023-11-20,2024-11-10,,Kazakhstan,North Carolina,East Peggyhaven,influencer,organic,content_marketing_campaign_44
6884,41,7,Teresa,Douglas,piercecarrie@example.net,001-378-267-2255,Bell-Barber,"Accountant, chartered",Healthcare,5885,Events,3,Converted,2024-08-10,2024-10-31,,British Indian Ocean Territory (Chagos Archipelago),Colorado,Davidmouth,events,social,display_campaign_41
6885,44,7,Michael,Thompson,james09@example.org,355-594-8873x109,Stewart-Fisher,"Designer, interior/spatial",Technology,1152,Influencer,85,Qualified,2024-04-05,2024-04-18,,Austria,New Jersey,New Paul,influencer,organic,content_marketing_campaign_44
6886,9,5,Alex,Lee,tbarrett@example.com,595-852-5217,"Bailey, Herrera and Hill",Field trials officer,Healthcare,1035,Webinars,51,New,2023-12-18,2024-05-04,,Bouvet Island (Bouvetoya),Wisconsin,Lake Nicholas,webinars,organic,content_marketing_campaign_9
